Siruta,Localitate,Media
127983,Osica De Sus,0.3721642857142858
131274,Poiana Campina,0.3720928571428571
147358,Oras Brosteni,0.37207357142857145
61069,Oras Baneasa,0.3720471428571429
73031,Maglavit,0.3720014285714286
103032,Oras Fundulea,0.37196357142857134
85788,Sanmartin,0.3718357142857143
137407,Certeze,0.37180142857142856
12643,Vinga,0.3717714285714286
27212,Auseu,0.37170857142857144
135164,Scorteni,0.37137357142857136
135020,Rafov,0.3712821428571429
132805,Cornu,0.37111214285714283
84415,Frumoasa,0.3710428571428571
4927,Ighiu,0.3710385714285714
120824,Savinesti,0.37083071428571435
30719,Remetea,0.37079428571428574
46803,Gheraseni,0.3707135714285714
100004,Victoria,0.37064642857142854
55062,Cuzdrioara,0.37060000000000004
97438,Halaucesti,0.3705635714285715
179846,Coltau,0.37054428571428577
108632,Rona De Sus,0.37050714285714287
45003,Beceni,0.3704292857142857
56461,Calatele,0.37024357142857145
118691,Panet,0.37023
155911,Biled,0.3701735714285714
66857,Corbii Mari,0.37005571428571427
116652,Ernei,0.3700178571428571
151451,Ciocanesti,0.36998000000000003
150524,Todiresti,0.3699242857142857
80123,Danesti,0.36978357142857143
66152,Branistea,0.36964571428571436
76040,Cosmesti,0.3695957142857142
105534,Tartasesti,0.369595
157317,Giulvaz,0.36956785714285717
150178,Sadova,0.3695428571428571
160644,Jurilovca,0.3694285714285714
145499,Oras Saliste,0.3694121428571429
10373,Cermei,0.36940142857142855
161053,Nufaru,0.36931214285714287
156801,Oras Faget,0.3692042857142856
159464,Sandra,0.3690764285714286
101458,Oras Budesti,0.36897714285714284
158010,Ortisoara,0.3687664285714286
8014,Sugag,0.3687628571428572
33382,Josenii Bargaului,0.36864714285714284
63802,Batani,0.3686414285714285
10827,Felnac,0.36841428571428564
150588,Udesti,0.3683364285714285
167909,Oras Calimanesti,0.3682342857142858
31654,Tauteu,0.3679528571428571
27560,Borod,0.367915
68404,Pietrosita,0.36789785714285717
115307,Bahnea,0.36784428571428573
115851,Breaza,0.3678085714285714
159785,Baia,0.3674978571428572
101662,Calugareni,0.36730785714285713
33202,Dumitra,0.3671428571428571
159035,Tormac,0.36706500000000003
98220,Motca,0.3670192857142857
148667,Fratautii Noi,0.36701357142857133
121242,Baltatesti,0.3670121428571429
151479,Horodnic De Sus,0.36700642857142857
98998,Scobinti,0.3669885714285715
70352,Municipiul Calafat,0.36698
105384,Soldanu,0.36680928571428567
158396,Remetea Mare,0.36680357142857145
129656,Valea Mare,0.36670071428571427
7348,Sancel,0.36668785714285707
106817,Oras Targu Lapus,0.36665928571428574
160724,Mahmudia,0.36661714285714286
132510,Ceptura,0.36649642857142856
135431,Sirna,0.3664921428571429
137540,Culciu,0.3663871428571429
139740,Oras Cehu Silvaniei,0.36606642857142857
145792,Sura Mica,0.3660264285714285
156767,Dumbrava,0.36587642857142855
144553,Darlos,0.3658435714285715
15741,Corbeni,0.3655578571428571
136553,Capleni,0.36531
12037,Semlac,0.3652392857142857
70637,Amarastii De Jos,0.36493571428571425
119723,Suseni,0.364895
176212,Garoafa,0.364615
21855,Cleja,0.36453714285714284
177557,Ruginesti,0.36418785714285706
130847,Paulesti,0.36411642857142856
18670,Schitu Golesti,0.363955
56844,Ceanu Mare,0.3639278571428571
128105,Oras Piatra-Olt,0.36392285714285716
161348,Stejaru,0.3638592857142857
99780,Tibanesti,0.36370142857142856
4240,Daia Romana,0.36350214285714283
178901,Popesti,0.3632128571428571
34903,Sintereag,0.36315499999999995
151120,Volovat,0.36286071428571426
1151,Oras Abrud,0.36268142857142854
49894,Ulmeni,0.36248714285714284
76969,Pechea,0.36197785714285713
21123,Asau,0.36177714285714296
142426,Romanasi,0.36176285714285716
27686,Bratca,0.36162142857142854
155458,Oras Deta,0.3611657142857143
147036,Bilca,0.36114999999999997
81184,Pestisani,0.3607278571428571
101617,Buturugeni,0.36072
49545,Smeeni,0.3606528571428571
152332,Buzescu,0.3604307142857142
79308,Oras Bumbesti-Jiu,0.3603785714285715
173061,Slatioara,0.36023857142857146
112469,Izvoru Barzii,0.36015928571428574
54056,Slatina-Timis,0.36001428571428573
67595,Gura Ocnitei,0.3599664285714286
149833,Patrauti,0.35987500000000006
101163,Bolintin-Deal,0.359665
151077,Vicovu De Jos,0.3596135714285714
60169,Negreni,0.3595492857142856
146325,Mitocu Dragomirnei,0.3595235714285714
26742,Astileu,0.35935571428571433
48682,Podgoria,0.3593164285714286
127064,Ganeasa,0.3592964285714286
40544,Beclean,0.3592285714285714
50415,Zarnesti,0.3591628571428572
156106,Boldur,0.35904928571428574
102240,Cosereni,0.3586614285714286
47186,Lopatari,0.35856000000000005
69250,Vacaresti,0.3581978571428572
95792,Baltati,0.35815928571428574
83981,Ciucsangeorgiu,0.3578585714285714
71055,Bradesti,0.3578571428571428
138084,Mediesu Aurit,0.3578428571428571
150445,Saru Dornei,0.35781214285714286
124206,Sabaoani,0.35774
160911,Murighiol,0.35772928571428564
146931,Oras Milisauti,0.3576414285714286
65048,Zabala,0.35761499999999996
103407,Gradinari,0.3576114285714286
35090,Tiha Bargaului,0.35720428571428575
34985,Teaca,0.3571371428571429
104582,Petrachioaia,0.3569207142857143
178117,Tulnici,0.3568385714285714
140146,Balan,0.35682857142857144
11478,Moneasa,0.3568264285714286
49073,Sageata,0.3567278571428572
18028,Poiana Lacului,0.3566842857142857
5210,Lopadea Noua,0.3565764285714286
123424,Petricani,0.3565707142857143
144116,Axente Sever,0.3562857142857143
67327,Dragodana,0.35602214285714284
89428,Dobra,0.35586357142857145
73629,Pielesti,0.3557
145202,Orlat,0.3555464285714286
153277,Maldaeni,0.3554507142857143
3039,Bistra,0.35542714285714283
156311,Cheveresu Mare,0.3554164285714286
7810,Sibot,0.3553564285714285
132226,Balta Doamnei,0.35505071428571433
40928,Dumbravita,0.3550135714285715
117550,Ibanesti,0.3548592857142857
64194,Cernat,0.3546407142857143
115389,Band,0.3545457142857143
159730,Oras Macin,0.3545192857142857
140379,Buciumi,0.3544485714285714
78258,Oras Novaci,0.35444714285714285
137764,Halmeu,0.3542607142857143
164981,Oras Murgeni,0.3540835714285714
56568,Capusu Mare,0.3537985714285714
66438,Buciumeni,0.3537785714285714
12912,Dorobanti,0.35361000000000004
39328,Trusesti,0.35358285714285714
180091,Racsa,0.3535764285714286
135725,Teisani,0.35339
7099,Sasciori,0.35338714285714284
122463,Dulcesti,0.3533457142857143
35054,Telciu,0.35327214285714287
99165,Stolniceni-Prajescu,0.35325928571428566
170220,Golesti,0.35298571428571435
14165,Baiculesti,0.3527835714285715
120370,Zau De Campie,0.35275999999999996
108222,Lapus,0.3523585714285714
156277,Cenei,0.35232357142857135
58918,Petrestii De Jos,0.3522942857142858
9495,Oras Curtici,0.35217499999999996
56014,Belis,0.35204928571428573
134050,Magureni,0.3518328571428571
85840,Sansimion,0.3515607142857142
64871,Turia,0.35137999999999997
142177,Napradea,0.3512421428571429
161179,Sarichioi,0.3512
70879,Oras Bechet,0.3510757142857143
28246,Cefa,0.35094357142857147
132716,Cocorastii Mislii,0.3508585714285714
12778,Zabrani,0.35078000000000004
137611,Doba,0.3506478571428571
114603,Albesti,0.3504257142857143
21668,Buhoci,0.35029071428571423
19631,Valea Danului,0.35026
102945,Frumusani,0.35019928571428566
43992,Silistea,0.34984571428571426
156712,Dudestii Vechi,0.3496557142857143
151460,Serbauti,0.3495564285714285
83847,Avramesti,0.34944071428571427
4767,Horea,0.3493592857142857
5755,Miraslau,0.3492485714285714
121652,Borca,0.3492428571428571
90994,Romos,0.3492342857142857
36060,Oras Saveni,0.34915214285714274
54412,Turnu Ruieni,0.3491150000000001
53274,Mehadia,0.34907642857142857
4142,Cricau,0.34899285714285716
84102,Carta,0.34891642857142857
157585,Margina,0.34886428571428574
28335,Ceica,0.3487021428571428
175983,Dumitresti,0.3486764285714285
122347,Doljesti,0.34840071428571434
108491,Remetea Chioarului,0.34824714285714287
56354,Caianu,0.3481864285714286
32195,Gepiu,0.3481328571428572
158859,Teremia Mare,0.34783214285714287
76317,Frumusita,0.34764142857142855
140672,Creaca,0.3475392857142858
175670,Campuri,0.3472921428571428
118931,Rastolita,0.3469007142857143
88092,Baita,0.34679142857142853
74509,Tuglui,0.3466764285714286
78089,Turcinesti,0.34667428571428566
48557,Parscov,0.3466292857142857
156437,Comlosu Mare,0.3464942857142856
148872,Galanesti,0.3464885714285715
140547,Cizer,0.34617428571428566
104831,Roata De Jos,0.3459842857142858
137069,Bixad,0.34593285714285715
78668,Arcani,0.34592999999999996
150196,Satu Mare,0.3458742857142857
99968,Valea Seaca,0.34584785714285715
59238,Risca,0.34575571428571433
143851,Oras Ocna Sibiului,0.3457042857142857
90878,Rau De Mori,0.34558285714285714
24524,Podu Turcului,0.34557785714285716
27070,Abram,0.34536785714285717
86883,Ghelari,0.34535571428571427
32660,Branistea,0.3452978571428571
30648,Rabagani,0.34511785714285714
29813,Lazareni,0.34504785714285713
14940,Buzoesti,0.3449171428571428
116590,Eremitu,0.344885
12876,Zimandu Nou,0.34474071428571434
61121,Castelu,0.3446992857142857
142122,Mirsid,0.3446764285714286
62397,Oras Negru Voda,0.3446485714285714
153062,Gratia,0.34442357142857144
16908,Leresti,0.3441178571428571
121796,Botesti,0.34395000000000003
6761,Rosia Montana,0.3439357142857143
26289,Zemes,0.34384000000000003
167302,Muntenii De Sus,0.34367142857142857
11940,Secusigiu,0.3434842857142857
28665,Ciumeghiu,0.3434492857142857
23449,Manastirea Casin,0.3434185714285714
178956,Rastoaca,0.34340928571428575
134648,Posesti,0.34340071428571434
100549,Slobozia,0.34336785714285706
122828,Garcina,0.3433549999999999
149539,Moldovita,0.343315
11842,Savarsin,0.3432985714285714
144599,Gura Raului,0.34312714285714285
178929,Biliesti,0.34298642857142864
34075,Nuseni,0.34295000000000003
122285,Dobreni,0.34283071428571427
93281,Cuza Voda,0.3427692857142857
64602,Ojdula,0.3427492857142858
108945,Sapanta,0.3427285714285714
22781,Garleni,0.3426992857142857
35884,Stauceni,0.34249714285714283
67407,Dragomiresti,0.3424442857142857
73567,Ostroveni,0.3424335714285714
156035,Bogda,0.34226714285714294
46019,Cernatesti,0.3421207142857143
135896,Tomsani,0.34196214285714294
110232,Oras Vanju Mare,0.3419378571428572
176686,Mera,0.34178928571428574
159339,Voiteg,0.34159357142857144
71634,Celaru,0.3413507142857143
70502,Oras Segarcea,0.34132
161482,Valea Nucarilor,0.34124000000000004
142284,Pericei,0.3411385714285714
90342,Orastioara De Sus,0.34112000000000003
40465,Oras Victoria,0.34099
159428,Iecea Mare,0.3409821428571429
159393,Fibis,0.34097142857142854
104421,Nuci,0.3408028571428572
122132,Costisa,0.34069071428571435
47006,Grebanu,0.3401264285714286
128221,Plesoiu,0.3400435714285714
48487,Pietroasele,0.34002071428571423
108874,Sacel,0.33997071428571435
87219,Oras Aninoasa,0.33989142857142857
78454,Oras Ticleni,0.3396428571428572
150114,Rasca,0.3395978571428572
150766,Vadu Moldovei,0.3394114285714286
29662,Husasau De Tinca,0.3393621428571429
76353,Fundeni,0.33910357142857145
73709,Plenita,0.33909928571428566
58721,Moldovenesti,0.33892428571428573
18741,Slobozia,0.33874785714285716
39872,Vorona,0.3387471428571428
143806,Oras Dumbraveni,0.3386214285714286
72034,Desa,0.3386035714285714
61559,Crucea,0.3385142857142858
163618,Dranceni,0.33846928571428575
131933,Albesti-Paleologu,0.3383735714285715
71956,Daneti,0.3383428571428571
131577,Oras Slanic,0.3383042857142858
109041,Suciu De Sus,0.33789142857142856
93021,Bucu,0.3378407142857143
57449,Cornesti,0.33751857142857145
127171,Gradinari,0.33742857142857136
108473,Poienile De Sub Munte,0.3372478571428571
71572,Castranova,0.3372257142857143
128374,Oras Potcoava,0.3371757142857143
148131,Dorna-Arini,0.3371557142857143
5577,Metes,0.3369807142857143
17254,Mihaesti,0.33693428571428574
12689,Varfurile,0.3368135714285715
108151,Giulesti,0.3366085714285715
28941,Curatele,0.33653571428571427
32704,Budacu De Jos,0.3365057142857143
167696,Oras Baile Olanesti,0.33648357142857144
64318,Ghelinta,0.33638785714285707
86339,Voslabeni,0.33628428571428576
31510,Suncuius,0.33616071428571426
70744,Argetoaia,0.33603142857142865
116796,Fantanele,0.3359464285714286
78542,Alimpesti,0.33574428571428566
87362,Criscior,0.3356907142857143
71858,Ciupercenii Noi,0.3355957142857143
161384,Topolog,0.33557642857142855
14272,Balilesti,0.33554071428571436
121607,Bodesti,0.33553857142857135
29341,Dragesti,0.3355178571428571
76807,Nicoresti,0.3354064285714285
82136,Stanesti,0.3349214285714286
167179,Zorleni,0.33482142857142855
150258,Slatina,0.33472785714285713
136198,Valcanesti,0.3346521428571428
28193,Carpinet,0.33459500000000003
30844,Rosia,0.33428
148729,Frumosu,0.33423285714285716
90538,Pui,0.3341935714285714
102749,Oras Fierbinti-Targ,0.3341935714285714
80908,Musetesti,0.3340885714285714
118058,Lunca Bradului,0.33404214285714284
72926,Leu,0.3338471428571429
18858,Stoenesti,0.33380714285714286
10532,Craiva,0.333725
126433,Curtisoara,0.3337057142857142
111863,Gogosu,0.3333557142857143
173597,Sutesti,0.3332942857142857
93575,Facaeni,0.33321714285714293
55918,Baisoara,0.33317642857142854
127689,Movileni,0.33316642857142853
62253,Mihai Viteazu,0.33315285714285714
9832,Archis,0.33307571428571425
150070,Radaseni,0.3328521428571429
58142,Iclod,0.3327492857142857
144713,Jina,0.3325528571428572
58204,Izvoru Crisului,0.33228214285714286
91624,Totesti,0.33226142857142854
84923,Martinis,0.3321814285714285
169994,Galicea,0.33205142857142855
123521,Pipirig,0.33203714285714286
157451,Lenauheim,0.3319942857142858
115076,Adamus,0.33195357142857146
147660,Ilisesti,0.331745
69063,Valea Lunga,0.3315378571428572
86479,Leliceni,0.3314914285714286
74322,Teasc,0.33145500000000006
153561,Piatra,0.33140642857142855
21757,Caiuti,0.3313442857142857
99478,Tatarusi,0.33133428571428564
128711,Oras Scornicesti,0.33133285714285715
144349,Brateiu,0.33131357142857143
7446,Sohodol,0.331295
93664,Gradistea,0.33121071428571425
169253,Costesti,0.33118285714285717
123102,Ion Creanga,0.3310842857142857
149227,Oras Liteni,0.33102357142857136
160993,Nalbant,0.33094785714285707
106648,Vadu Izei,0.33088928571428583
139250,Urziceni,0.33078928571428573
53513,Pojejena,0.3307721428571429
93735,Grivita,0.33075928571428564
155840,Bethausen,0.3304414285714286
140958,Dobrin,0.33028285714285716
142952,Valcau De Jos,0.3301114285714286
152172,Botoroaga,0.32973285714285716
86495,Racu,0.32963785714285715
178689,Vartescoiu,0.32962428571428576
59764,Tureni,0.3295221428571429
117783,Ideciu De Jos,0.3295185714285714
22460,Faraoani,0.3294292857142857
11735,Pilu,0.32940642857142854
156927,Fardea,0.32927
136964,Beltiug,0.3292071428571428
179640,Vulcana-Pandele,0.3291464285714286
53425,Paltinis,0.32906714285714284
97811,Mircesti,0.32894285714285715
57644,Fizesu Gherlii,0.32890142857142857
72677,Goiesti,0.32888357142857144
100638,Mitreni,0.32871071428571424
7384,Santimbru,0.328615
133722,Iordacheanu,0.32856499999999994
93067,Oras Cazanesti,0.32851571428571436
73923,Robanesti,0.32835285714285717
10006,Birchis,0.3283285714285714
26920,Oras Nucet,0.3281892857142857
57163,Ciucea,0.32815
138618,Pomi,0.3277285714285714
149968,Preutesti,0.32753571428571426
58534,Marisel,0.32752857142857145
33122,Chiuza,0.3275128571428571
161464,Turcoaia,0.32749214285714284
159259,Victor Vlad Delamarina,0.32747071428571417
166529,Tutova,0.32747000000000004
79736,Calnic,0.32727071428571436
51500,Berzovia,0.32712285714285716
22898,Helegiu,0.3271178571428571
133394,Fulga,0.3271035714285714
97606,Lespezi,0.3270892857142857
7865,Sona,0.32704785714285717
82895,Oras Rovinari,0.32680000000000003
73335,Motatei,0.3266642857142857
106620,Sarasau,0.32656285714285715
122025,Ceahlau,0.32642
14922,Bughea De Jos,0.326255
145827,Oras Talmaciu,0.32624
30416,Pocola,0.32612642857142854
141722,Ip,0.32601714285714284
117042,Ghindari,0.3258721428571429
11423,Misca,0.3258607142857143
74554,Urzicuta,0.3257892857142856
12206,Seitin,0.32562714285714284
70940,Barca,0.32554571428571427
171806,Olanu,0.3254942857142857
58856,Panticeu,0.32537428571428567
64041,Bradut,0.32533571428571423
5309,Lunca Muresului,0.3252378571428572
78748,Balanesti,0.32523500000000005
157362,Jamu Mare,0.3250357142857143
17619,Musatesti,0.3249207142857143
107314,Barsana,0.32480571428571425
10916,Graniceri,0.3247664285714285
149753,Paltinoasa,0.3247457142857143
153776,Vitanesti,0.32466214285714284
39122,Sendriceni,0.32465142857142854
118799,Petelea,0.3245778571428572
17209,Micesti,0.32420785714285716
124153,Sagna,0.3239414285714286
63893,Bodoc,0.32388999999999996
81264,Plopsoru,0.3237057142857143
37324,Frumusica,0.3236671428571429
138663,Sanislau,0.32354714285714287
151558,Voitinel,0.3234521428571429
73371,Murgasi,0.32339214285714296
44328,Ulmu,0.32331571428571426
19007,Suseni,0.32327071428571436
63688,Sita Buzaului,0.3231921428571429
70566,Almaj,0.3230285714285714
31128,Sarbi,0.3229292857142857
102703,Dridu,0.3229121428571428
47337,Magura,0.3228828571428572
35839,Rachiti,0.3228742857142857
167641,Oras Baile Govora,0.322845
16551,Godeni,0.3227671428571428
144928,Oras Miercurea Sibiului,0.3224978571428572
72463,Gighera,0.3224857142857143
157781,Moravita,0.32246785714285714
44934,Balta Alba,0.3224307142857143
65681,Oras Gaesti,0.3223364285714285
124028,Rediu,0.32227285714285714
73102,Melinesti,0.3218300000000001
132342,Bertea,0.321815
8229,Vadu Motilor,0.32171071428571424
178180,Tifesti,0.3216842857142857
41346,Lisa,0.32166785714285717
150043,Putna,0.3216585714285714
73772,Predesti,0.3216035714285714
93156,Ciulnita,0.3215907142857143
27329,Balc,0.32150857142857137
90663,Rapoltu Mare,0.32117571428571423
30773,Rieni,0.32114785714285715
160564,Izvoarele,0.320855
7044,Salistea,0.32081999999999994
68002,Manesti,0.3204757142857143
10051,Barsa,0.3204685714285714
83963,Capalnita,0.32043499999999997
34280,Rebrisoara,0.32038428571428573
107350,Bocicoiu Mare,0.3202578571428571
91116,Salasu De Sus,0.32023785714285713
33621,Maieru,0.32005785714285706
85528,Sarmas,0.3200407142857143
86446,Cozmeni,0.3199642857142857
42183,Vama Buzaului,0.3199435714285714
116046,Chetani,0.31971499999999997
86438,Madaras,0.3195264285714285
115824,Bogata,0.3194321428571429
89801,Harau,0.31936285714285717
108712,Satulung,0.3193535714285715
175224,Barsesti,0.31927214285714284
176445,Homocea,0.3192614285714286
59586,Sanpaul,0.3190371428571429
31878,Tetchea,0.3189792857142858
120076,Vargata,0.3188685714285714
31609,Tarcaia,0.31886785714285715
58357,Maguri-Racatau,0.3187407142857142
145104,Mosna,0.31871428571428567
68921,Tatarani,0.3185614285714286
36300,Baluseni,0.3181835714285714
14584,Bogati,0.3180092857142857
56425,Calarasi,0.31798071428571434
91982,Vetel,0.3179392857142857
28763,Cociuba Mare,0.31788
30470,Pomezeu,0.31776499999999996
49484,Siriu,0.31774
115897,Brancovenesti,0.31770142857142863
174780,Campineanca,0.3175442857142857
14085,Babana,0.31753642857142855
177986,Tataranu,0.31750357142857144
151433,Comanesti,0.31743714285714286
42480,Dragus,0.31733214285714284
175590,Ciorasti,0.31732
128052,Perieti,0.31731642857142855
72409,Ghercesti,0.3172457142857143
126647,Deveselu,0.31720857142857145
97009,Erbiceni,0.31708285714285717
170514,Ionesti,0.31708071428571427
179873,Agris,0.31702571428571424
18242,Priboieni,0.31698785714285715
10453,Conop,0.31697785714285714
22718,Ghimes-Faget,0.31688857142857146
116493,Danes,0.3168764285714286
39738,Vladeni,0.31664214285714287
65645,Motaieni,0.3166178571428571
84086,Ciumani,0.31654714285714286
96637,Cristesti,0.3164828571428571
152234,Bragadiru,0.31626071428571423
86133,Tulghes,0.31624928571428573
96370,Comarna,0.3162157142857143
60883,Adamclisi,0.31611857142857147
53372,Obreja,0.31606928571428566
85074,Mihaileni,0.31590214285714285
174254,Voineasa,0.3158042857142858
15983,Cotmeana,0.3157892857142858
123479,Piatra Soimului,0.31556071428571425
9798,Apateu,0.3152742857142857
42456,Crizbav,0.3152521428571428
135244,Sangeru,0.31518071428571437
4008,Ciuruleasa,0.3151571428571428
58464,Margau,0.3150692857142857
23387,Magiresti,0.31498428571428577
50228,Vintila Voda,0.3148764285714286
84460,Galautas,0.3148614285714286
78873,Bengesti-Ciocadia,0.31473142857142855
171539,Muereasca,0.314675
2915,Oras Baia De Aries,0.31460642857142856
19338,Titesti,0.31456000000000006
109354,Valea Chioarului,0.3145071428571429
139170,Turt,0.31449142857142853
172340,Pietrari,0.31448857142857145
124723,Trifesti,0.3144600000000001
177352,Pufesti,0.31438714285714287
71199,Bratovoesti,0.3141771428571429
91232,Santamaria-Orlea,0.3141764285714285
89240,Certeju De Sus,0.3141685714285715
37547,Havarna,0.3139914285714286
160127,Cerna,0.3138871428571428
85984,Simonesti,0.3138121428571428
103639,Hotarele,0.3137242857142857
25148,Sanduleni,0.31357500000000005
66580,Cobia,0.3134542857142857
29038,Derna,0.31336571428571425
65869,Iedera,0.3132592857142857
179819,Ograda,0.31316
156669,Denta,0.31303214285714287
141580,Ileanda,0.31296999999999997
31841,Tulca,0.3129192857142857
18475,Rociu,0.3127978571428572
96815,Deleni,0.3127728571428571
7767,Stremt,0.3127364285714286
11058,Halmagiu,0.3125292857142857
149931,Pojorata,0.3124764285714286
2988,Berghin,0.3123514285714286
36426,Broscauti,0.31206928571428577
58393,Manastireni,0.31194285714285713
80846,Matasari,0.31183642857142857
37011,Dersca,0.31182928571428575
5700,Mihalt,0.31163
63300,Cuza Voda,0.3116242857142857
77180,Slobozia Conachi,0.311535
68468,Potlogi,0.3114921428571429
129460,Tia Mare,0.31146357142857145
79656,Ciuperceni,0.31141642857142854
101341,Brezoaele,0.3114078571428571
56773,Catina,0.3110157142857143
66009,Branesti,0.31093071428571434
164598,Laza,0.3106935714285714
146995,Balcauti,0.31066857142857146
141134,Galgau,0.3104857142857143
164749,Lunca Banului,0.31037
108017,Oras Dragomiresti,0.31035142857142856
107975,Desesti,0.3101742857142857
86453,Tomesti,0.30997571428571424
48968,Ramnicelu,0.30969428571428576
148612,Oras Frasin,0.3096642857142857
23948,Orbeni,0.3096278571428571
124750,Tupilati,0.30941
176793,Movilita,0.3092621428571429
168602,Oras Berbesti,0.30922714285714287
153543,Peretu,0.3091464285714286
62280,Mircea Voda,0.30913571428571435
46867,Glodeanu Sarat,0.3090371428571429
160261,Crisan,0.30894571428571427
11995,Seleus,0.3089392857142857
161035,Niculitel,0.3088628571428571
103693,Iepuresti,0.3087292857142857
101822,Chiselet,0.30851285714285714
74581,Valea Stanciului,0.3084728571428572
154852,Vedea,0.3084192857142857
160617,Jijila,0.30820357142857147
175732,Carligele,0.30807500000000004
148514,Forasti,0.3080328571428571
23350,Luizi-Calugara,0.3080042857142857
85289,Plaiesii De Jos,0.30798571428571425
58259,Jucu,0.3079307142857143
154380,Smardioasa,0.30776714285714285
122953,Hangu,0.30761
64130,Catalina,0.3075735714285714
72640,Goicea,0.3075585714285714
140440,Camar,0.30755785714285716
134390,Plopu,0.3074135714285714
71457,Calopar,0.3073978571428571
103862,Ion Roata,0.30739571428571427
83785,Atid,0.30737571428571425
20063,Bughea De Sus,0.3073642857142857
93370,Dor Marunt,0.3071692857142857
156213,Carpinis,0.3070914285714285
179613,Sieu,0.3070778571428572
68887,Selaru,0.30697642857142865
63198,Amzacea,0.3067957142857143
47630,Manzalesti,0.3067607142857143
104270,Movilita,0.30674714285714283
135404,Surani,0.30670285714285717
87996,Baru,0.3066964285714286
68789,Salcioara,0.3066371428571429
87246,Banita,0.3066264285714286
95872,Belcesti,0.30653
33015,Chiochis,0.3064271428571428
150294,Straja,0.30635571428571423
138208,Moftin,0.3062042857142857
146708,Oras Solca,0.3060642857142857
105419,Stefanestii De Jos,0.3059878571428571
177726,Slobozia Ciorasti,0.3059735714285714
63633,Barcani,0.3058614285714286
171067,Mateesti,0.3055771428571429
56522,Camarasu,0.30550142857142853
13999,Aninoasa,0.305285
49769,Topliceni,0.30523285714285714
39168,Oras Stefanesti,0.30517357142857143
103899,Izvoarele,0.3050257142857143
93236,Cosambesti,0.30467714285714287
16944,Lunca Corbului,0.30467142857142854
26338,Buciumi,0.30453928571428573
65139,Micfalau,0.30452571428571434
156623,Darova,0.30441999999999997
71340,Bulzesti,0.3042992857142857
131461,Dumbravesti,0.3042564285714286
104181,Manastirea,0.3041728571428571
49153,Sahateni,0.3040642857142858
51804,Carasova,0.30392214285714286
120254,Vanatori,0.30388642857142856
149370,Manastirea Humorului,0.3038142857142857
125150,Gadinti,0.303655
108598,Repedea,0.3035885714285714
146904,Baia,0.3035721428571429
140501,Chiesd,0.30357
65752,Petresti,0.30330928571428567
93539,Dragos Voda,0.3032214285714286
94376,Saveni,0.303185
117426,Hodac,0.30309357142857146
75338,Oras Beresti,0.3030842857142857
69303,Valeni-Dambovita,0.3030692857142857
129816,Verguleasa,0.30297571428571424
27285,Avram Iancu,0.30296071428571425
118753,Pasareni,0.3029592857142857
18331,Ratesti,0.3029542857142857
144152,Bazna,0.30295000000000005
9743,Almas,0.30295
28077,Cabesti,0.3029035714285714
15652,Cocu,0.3028157142857143
34173,Petru Rares,0.30271928571428575
61675,Deleni,0.30271571428571425
124411,Stefan Cel Mare,0.3026771428571428
62878,Sacele,0.30266785714285716
81415,Prigoria,0.30239857142857135
142006,Maeriste,0.30209214285714286
88644,Bretea Romana,0.30203785714285714
12126,Socodor,0.30202
172457,Prundeni,0.3019907142857143
137130,Bogdand,0.3019392857142857
159473,Tomnatic,0.30193642857142855
75766,Brahasesti,0.30178714285714286
52650,Doclin,0.3017628571428572
19793,Vedea,0.30170142857142856
97241,Grajduri,0.30144785714285716
92961,Borcea,0.3014464285714286
151736,Islaz,0.30129071428571425
21007,Agas,0.3012042857142857
132075,Aricestii Rahtivani,0.30100071428571434
130366,Sarbii - Magura,0.30086
32090,Varciorog,0.3008
71698,Cerat,0.3005421428571428
134443,Podenii Noi,0.3005035714285714
24338,Parjol,0.3004507142857143
45619,Breaza,0.30044142857142864
67470,Finta,0.30043785714285715
10195,Bocsig,0.3003821428571429
101564,Butimanu,0.3003635714285714
49046,Rusetu,0.3003564285714286
46377,Cochirleanca,0.3003557142857143
33989,Nimigea,0.3003542857142857
152083,Blejesti,0.3003378571428571
132271,Baltesti,0.30032714285714285
102446,Daia,0.30008142857142855
37770,Hudesti,0.30005857142857145
57742,Frata,0.300035
29760,Lazuri De Beius,0.2999614285714286
69170,Valea Mare,0.2999521428571429
107715,Campulung La Tisa,0.29990714285714287
46180,Chiojdu,0.2998692857142857
145355,Racovita,0.2997207142857143
145408,Rosia,0.29958428571428575
83428,Oras Baile Tusnad,0.29921499999999995
54485,Valiug,0.2991871428571429
34850,Sieut,0.29917142857142853
59283,Sacuieu,0.29910857142857145
84656,Lunca De Jos,0.29909928571428573
93487,Dragalina,0.2989021428571429
105142,Slobozia Moara,0.298835
119661,Suplac,0.298775
141447,Hida,0.29871571428571425
65011,Zagon,0.2986892857142857
67737,I. L. Caragiale,0.29857000000000006
173935,Tomsani,0.2985628571428572
9930,Beliu,0.2984314285714285
44532,Zavoaia,0.2983307142857142
7945,Spring,0.2981542857142857
153605,Plosca,0.2980542857142857
144198,Biertan,0.29796642857142863
72383,Galicea Mare,0.29790142857142854
148006,Oras Dolhasca,0.2978585714285714
128560,Rotunda,0.2978135714285714
164543,Ivesti,0.2977171428571429
15901,Cosesti,0.2977135714285714
132574,Cerasu,0.29771214285714287
76255,Fartanesti,0.29760642857142855
155127,Frasinet,0.2974971428571429
149138,Iacobeni,0.2973235714285713
