Siruta,Localitate,Media
15233,Cateasca,0.4155592857142857
101190,Oras Bolintin-Vale,0.4153521428571428
137960,Lazuri,0.41496428571428573
149414,Moara,0.414905
123674,Podoleni,0.414535
175938,Dumbraveni,0.4144064285714286
147786,Cornu Luncii,0.41327857142857144
6217,Pianu,0.4129535714285714
124117,Oras Roznov,0.4129135714285714
88261,Beriu,0.4123878571428571
125374,Slatioara,0.41224142857142854
71260,Breasta,0.41219214285714284
85341,Praid,0.41202857142857136
9360,Sofronea,0.4115128571428572
60632,Limanu,0.41081428571428574
63072,Topraisar,0.41077928571428574
83375,Pauleni-Ciuc,0.41076714285714294
8826,Vintu De Jos,0.41075428571428574
89561,Oras Geoagiu,0.41062571428571426
159650,Oras Babadag,0.41060071428571426
178938,Gologanu,0.41039571428571436
108268,Miresu Mare,0.4101521428571428
133161,Filipestii De Padure,0.40993928571428573
150935,Vama,0.4098671428571428
27383,Batar,0.4098471428571428
160387,Frecatei,0.4096185714285715
147633,Oras Cajvana,0.40957785714285716
109504,Viseu De Jos,0.409535
48771,Posta Calnau,0.4094328571428571
70110,Podari,0.40939571428571436
64639,Ozun,0.4093585714285714
140823,Criseni,0.4090928571428572
137229,Calinesti-Oas,0.4090785714285715
108348,Moisei,0.4089528571428572
84237,Danesti,0.4088214285714286
58552,Mintiu Gherlii,0.4087557142857143
138164,Micula,0.4086814285714286
168791,Budesti,0.40842214285714284
157031,Gavojdia,0.4082
161856,Oras Negresti,0.4081614285714285
178279,Urechesti,0.40814071428571425
109265,Oras Ulmeni,0.4079092857142857
157424,Jebel,0.4077907142857143
73246,Mischii,0.40717285714285717
159767,Oras Sulina,0.4070992857142857
16757,Leordeni,0.4070235714285714
34333,Rodna,0.4069842857142857
25861,Traian,0.4067628571428571
42464,Sambata De Sus,0.40634714285714285
48744,Oras Pogoanele,0.4062171428571429
57350,Cojocna,0.40591285714285713
12938,Zadareni,0.40576357142857145
161302,Somova,0.4055942857142857
106461,Oras Tautii-Magheraus,0.40547500000000003
157086,Oras Gataia,0.4052707142857142
121108,Agapia,0.40523142857142863
81861,Scoarta,0.4045685714285714
10943,Gurahont,0.40436857142857147
22576,Filipesti,0.40434214285714287
117319,Gurghiu,0.4042814285714286
136848,Oras Ardud,0.40414214285714284
29154,Dobresti,0.40378142857142857
85412,Remetea,0.40374285714285724
104485,Ogrezeni,0.4037357142857143
75472,Oras Targu Bujor,0.40364428571428584
109826,Simian,0.40333357142857146
138039,Oras Livada,0.40331214285714284
64906,Valea Crisului,0.40328071428571427
72007,Oras Dabuleni,0.4030292857142857
176748,Milcovul,0.4029635714285714
119242,Oras Sarmasu,0.40279285714285706
157683,Masloc,0.4027814285714286
46484,Costesti,0.4027592857142857
175368,Bolotesti,0.4025671428571429
120888,Cordun,0.40253071428571424
92587,Modelu,0.40226000000000006
131069,Oras Boldesti-Scaeni,0.40225000000000005
108794,Sacalaseni,0.4021450000000001
122908,Grumazesti,0.40212857142857145
86461,Ciceu,0.40199999999999997
27971,Buntesti,0.4012035714285714
42753,Oras Faurei,0.40110142857142844
65921,Oras Pucioasa,0.40090571428571437
118995,Raciu,0.40088285714285704
69526,Voinesti,0.4008442857142857
66198,Baleni,0.40079214285714293
41738,Recea,0.40064642857142857
84629,Lueta,0.40039142857142856
91330,Soimus,0.40011142857142856
142239,Nusfalau,0.4000878571428571
127368,Izbiceni,0.40003142857142865
40606,Bod,0.3998064285714286
41177,Hoghiz,0.39969142857142864
75258,Munteni,0.39894857142857143
106782,Oras Cavnic,0.3986714285714286
40955,Feldioara,0.39860500000000004
85127,Mugeni,0.3984757142857143
25068,Sascut,0.3982257142857143
27935,Bulz,0.39820214285714284
67014,Cornesti,0.39802714285714286
133964,Lipanesti,0.39793928571428566
121732,Borlesti,0.39791571428571426
73317,Marsani,0.3978728571428572
41113,Harseni,0.3978328571428572
88047,Bacia,0.3977564285714286
9280,Fantanele,0.3974857142857143
125061,Zanesti,0.3973535714285714
131835,Gura Vitioarei,0.3969264285714285
59416,Sic,0.3965271428571428
33541,Livezile,0.39645428571428576
76601,Ivesti,0.3963
84175,Corund,0.3962664285714285
86936,Teliucu Inferior,0.39624999999999994
63286,Costinesti,0.3960585714285715
151816,Nanov,0.3960278571428572
66081,Oras Titu,0.39584999999999987
124634,Tamaseni,0.3958135714285715
43331,Oras Ianca,0.3956971428571428
179588,Copaceni,0.39540857142857144
49206,Sapoca,0.39511214285714286
109096,Sisesti,0.39500285714285716
93085,Ciocanesti,0.3949835714285715
100781,Adunatii-Copaceni,0.39495499999999995
28709,Campani,0.39478285714285705
12509,Tarnova,0.39445785714285714
79834,Crasna,0.39444642857142853
73736,Poiana Mare,0.3944121428571429
62761,Poarta Alba,0.3940578571428572
139214,Turulung,0.3939342857142858
43411,Oras Insuratei,0.39374428571428577
94161,Perieti,0.3937207142857143
178377,Vidra,0.3935828571428572
159516,Bucovat,0.3934728571428571
104680,Prundu,0.39346571428571425
78711,Baia De Fier,0.39341857142857145
157497,Liebling,0.39320857142857146
5336,Lupsa,0.39295928571428573
32633,Bistrita Bargaului,0.3929364285714286
61318,Cobadin,0.3927835714285714
64345,Ghidfalau,0.39267285714285716
177799,Straoane,0.39255
62440,Nicolae Balcescu,0.3925492857142857
1696,Oras Cugir,0.39230499999999996
27846,Budureasa,0.39224214285714293
29403,Finis,0.39217142857142856
156357,Oras Ciacova,0.39213357142857147
16454,Domnesti,0.39208928571428564
147937,Darmanesti,0.3919057142857142
156473,Costeiu,0.3918764285714285
59327,Savadisla,0.39179571428571425
149316,Malini,0.3917514285714286
142881,Sarmasag,0.3917364285714285
119206,Saschiz,0.3917142857142856
87139,Oras Uricani,0.39171000000000006
9459,Oras Chisineu-Cris,0.3916971428571428
55160,Mica,0.3916078571428571
151834,Poroschia,0.39141142857142863
76692,Matca,0.3913378571428571
136134,Varbilau,0.3912164285714286
76585,Independenta,0.39104857142857136
158243,Racovita,0.39104357142857143
81576,Runcu,0.39078000000000007
44391,Vadeni,0.39074499999999995
102286,Crevedia,0.390035
133795,Izvoarele,0.38989571428571435
58623,Mociu,0.389885
46769,Galbinasi,0.38903
153507,Orbeasca,0.38872
17101,Merisani,0.3885878571428571
28415,Cetariu,0.38773714285714284
85920,Suseni,0.38747500000000007
50923,Oras Baile Herculane,0.38743357142857143
103513,Gruiu,0.3873328571428571
24766,Racaciuni,0.3872285714285715
47916,Oras Nehoiu,0.386955
168372,Oras Babeni,0.3865607142857143
85626,Siculeni,0.38639142857142844
108892,Oras Salistea De Sus,0.3861171428571429
148765,Fundu Moldovei,0.38593642857142857
102106,Comana,0.38567000000000007
174922,Oras Marasesti,0.38548142857142853
76157,Cudalbi,0.3852542857142857
11352,Iratosu,0.3851728571428571
75221,Draganesti,0.3851685714285714
64425,Ilieni,0.3849428571428572
123601,Pangarati,0.38483071428571425
30069,Magesti,0.3845992857142857
67256,Darmanesti,0.38429642857142854
50022,Valea Ramnicului,0.38424571428571425
77402,Umbraresti,0.38409142857142864
21720,Casin,0.38392571428571426
168559,Barbatesti,0.3836528571428572
12340,Simand,0.3834485714285714
29724,Ineu,0.38344142857142854
137185,Botiz,0.38326928571428576
135789,Telega,0.38274857142857144
93600,Gheorghe Doja,0.3826514285714286
51573,Bozovici,0.3823421428571429
145667,Seica Mare,0.3822635714285714
68627,Oras Racari,0.38222285714285714
28610,Ciuhoi,0.38207214285714286
123790,Poiana Teiului,0.3819621428571428
155494,Oras Jimbolia,0.38184428571428575
67648,Gura Sutii,0.38180571428571425
18778,Stalpeni,0.3817785714285714
79004,Balteni,0.3816092857142857
27007,Oras Vascau,0.38160499999999997
13276,Bradu,0.38151214285714286
155797,Belint,0.38147285714285717
119331,Oras Sangeorgiu De Padure,0.38141571428571436
164133,Grivita,0.38126571428571426
37280,Oras Flamanzi,0.38117071428571425
115520,Batos,0.3809085714285714
59041,Poieni,0.3807764285714286
86519,Santimbru,0.3806742857142857
145603,Slimnic,0.38025285714285717
67906,Lunguletu,0.3802435714285715
56210,Bontida,0.38020499999999996
55311,Sandulesti,0.37984928571428567
105874,Varasti,0.3797792857142857
103443,Gradistea,0.37972214285714284
59693,Tritenii De Jos,0.379535
176613,Maicanesti,0.3792
80677,Lelesti,0.37902
164936,Muntenii De Jos,0.3789328571428571
148293,Dornesti,0.37888000000000005
122668,Gheraesti,0.37876928571428575
114970,Acatari,0.3787257142857143
42307,Voila,0.3783985714285714
115147,Alunis,0.3783607142857143
65113,Arcus,0.377955
125999,Brebeni,0.3775857142857143
172082,Pausesti-Maglasi,0.3774221428571428
41854,Sinca,0.37724571428571424
12920,Frumuseni,0.37689
116983,Gheorghe Doja,0.3768085714285715
16506,Draganu,0.3767607142857143
8158,Unirea,0.3767328571428572
103238,Ghimpati,0.37665714285714286
75711,Branistea,0.37653357142857147
24711,Racova,0.3763428571428572
116545,Deda,0.37629428571428564
107662,Cicarlau,0.37627999999999995
65501,Ulmi,0.37624714285714284
146799,Adancata,0.37593857142857157
108696,Ruscova,0.37565142857142864
2381,Arieseni,0.37554785714285716
130614,Berceni,0.3755257142857143
20910,Oras Slanic-Moldova,0.37548142857142863
109924,Oras Baia De Arama,0.37539571428571433
77153,Schela,0.3753728571428571
34690,Sieu-Magherus,0.3749871428571429
112245,Eselnita,0.3747692857142857
13524,Valea Mare Pravat,0.3747628571428571
87745,Baia De Cris,0.37471642857142856
151488,Fantana Mare,0.3746164285714286
156259,Cenad,0.3745657142857143
81095,Pades,0.37450785714285717
76996,Piscu,0.37398642857142855
98373,Oras Podu Iloaiei,0.3737642857142857
27169,Abramut,0.3736307142857143
66474,Bucsani,0.37347500000000006
32187,Rosiori,0.37320714285714285
146860,Arbore,0.37257357142857145
26029,Urechesti,0.37240999999999996
152902,Draganesti-Vlasca,0.3722314285714286
68182,Moroeni,0.37217
