Code,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
GBR,-0.6683184464762097,1.3664465016962533,-0.062076299237122726,-0.6043845991527418,0.9142168015495962,-0.9469582599544708,0.6943526543631774,-0.6563573441396168,0.03057977687521819,0.3440298481753958,-1.3310079423543448,1.0126284953450597
EST,-0.6535828156596295,-0.9410806581544496,1.876913792734296,1.2290614982297812,0.07807291629848916,-0.9758373673167142,0.07886775768307716,-1.5017339438230768,1.1800416252509658,-2.7164263156878827,1.2830430952639555,-0.44525605529965895
FIN,-1.4331496818014093,-0.6591154128518525,2.211115635104886,2.043889456948693,2.8863785722304836,1.3056718521574333,-0.5181794805598814,2.0160046872100645,0.8778923318152118,0.8434603584767277,0.3892209543807765,0.09805551620736155
FRA,0.17182372622744543,1.2340546364331326,0.004971204936124328,-0.3689785191978084,0.39905802817169916,-0.7155714532993088,-0.5590104358946795,0.4105563538838356,-0.10927125316407883,1.089345157868842,0.8760115869455618,-0.21855636505521353
DEU,-0.3641938776967645,1.0840604043400235,-0.009805259159551619,-0.1705539651242121,-0.4008122875810708,0.3042790290948217,-0.7970993880934754,-0.40741905225624314,0.8136117214949723,-0.13877956072552772,0.32729817122184746,0.7370496271329443
GRC,1.8935518157617954,0.015396115054635172,0.7781954261772414,0.6028512658212407,-0.2265220866415599,0.7082033834888888,-0.21430500598120147,-1.8529358606759578,1.1538349713217915,-1.6169515606701368,-0.03906244966274035,1.0260053608385586
HUN,0.12740233711187995,-0.2802951791499899,0.13621439535379046,-1.176819039750434,-0.39509683382667465,1.0866759016536796,1.0338711855072673,1.778665732268202,-0.30183169459460146,1.0793681739742598,0.4571531882679102,-0.7611230677995513
ISL,-1.373686318148485,0.7622052933386168,-0.25432938009083994,0.45173451776252616,-0.3565342612144563,0.25213597243095165,1.9016938060413975,-0.7486329495208239,-0.062467116705886845,0.49332851596378063,0.21771047878382319,0.8332127282111889
IRL,-0.6836889605066523,1.615754616982335,0.20851837270698467,-1.8205070196049025,1.5648344487973505,-1.2527394030110413,0.425442738349319,-0.4162287020876373,-0.7490122405102575,0.22888273598180503,-1.4925787436864333,0.4807231777492628
ITA,1.3370506159939664,0.9525056179508433,0.637740608123197,-0.00977717793650961,-0.24402507216378447,0.35754966176089,-1.2521186070583485,0.5040346405113013,0.7605230431768792,0.922010820317919,1.1440243784161157,-0.8728638221357886
LVA,-1.0870434496869448,-1.0391486557430256,1.591637474340049,-0.04673811377167968,0.230570953237729,-0.4481424785583791,-1.0491008083776645,0.0931604473708523,-1.4958413608518752,0.1390838191131965,-0.8621041530818783,0.40547156793781747
LTU,-1.077034250830535,-1.2531440333618538,1.5120467657633203,0.08925204377712304,0.5093867440662657,-0.3378230354763471,-1.2241972257710954,0.6296024120466233,-1.138168020436892,-0.42657084254426036,-1.0725517075707256,0.3923686128225127
MKD,0.9810897516520855,-0.5475249897092201,-0.6094289781284448,-0.21262912512686094,0.7954576966100227,0.7843145421026867,-0.1856153927412308,-0.418205684806243,-0.0786192282684114,-0.32417168579072464,0.13941585030160983,0.18622400662997945
MLT,2.123471519065032,0.3228886717639598,0.8068489630648172,1.5289520783280175,-1.215451151598482,-2.0489871152070713,2.163306462630776,2.1807393489892655,-1.443375636036641,-0.15235890069887972,-0.2623654531418459,-0.5444178886292974
MDA,0.29439388098306496,-0.5012220148912774,0.07038752350643825,-1.30948871502025,0.009648861650380263,0.7446750212734367,2.0448405800264924,1.5172968818691694,-1.5100160908954525,-2.4566323944638615,0.771920895557801,1.097774091944561
MNE,0.37169145371341633,-0.895334427342793,-2.39096228509381,0.8038323740314075,1.5023077525143045,0.16258745754126586,-0.9294517563402905,-0.8087663631204549,-1.7163434043211734,0.3781171997586006,0.9403544506040621,-0.406195967921715
NLD,-0.3786894529316512,1.6920117435308313,0.1666429869197443,-0.534503149313554,0.21859092817546746,0.6942703685854742,-0.2777064479457413,0.49942531211020924,0.9814503108260109,-1.8848956980629854,-1.0245973180933934,-4.03567136353115
NOR,-1.3520099179688299,0.7226043567355878,-0.29918845652645193,0.7210562290227281,-0.7163461684535707,0.9785797825525765,1.4635415228118942,-0.43262247061108944,0.17534925137079854,0.01228491856168475,0.2913227182679103,0.748778395759607
POL,-0.7759625887787736,-0.7551763313031671,0.4331116337860925,-1.1647719958573404,-1.8624000973107022,0.48623253733665095,-0.0007471768109051698,-1.2205796062884644,-0.6055587147536154,0.20924962227271937,0.02564654506403999,0.0666530336706617
PRT,0.9906145457790667,1.113145900813356,0.30446697985198196,-0.07949851401589685,0.2511168852787733,-1.0667483517187692,-0.6755094156606533,0.011939643081307473,-0.9641364633659266,-0.12015328233997609,2.0308968270901464,0.33938274984360395
ROU,0.615859251017692,-0.38754550918335995,-0.8079951621293356,-0.5371739789959611,0.25506060938039976,1.0525103530569697,-0.6871730482734228,0.8010318721740192,0.585476740986192,0.3638367920182378,-1.744430304305655,1.1903123664802686
RUS,-0.6790515755900478,-1.4357851789933376,0.4746612128511834,0.575818279829705,-1.0636336513213325,-1.5775023625172175,-0.8311439570992323,-0.8947417850466383,-0.8382941509458331,0.2942324102306892,-0.34063321939307634,0.011513067459224624
SRB,0.24589738159405353,-1.129615269415181,-1.5637988410703576,0.511275477012956,0.8575666408129657,-0.4075364475222419,0.09724933594938902,-0.6309602775736735,0.5893099161591654,0.08251602590534801,0.5604155589738042,0.314557316845434
SVK,-0.23828957464458078,-0.6553778851662528,-0.025781550146217143,-1.044309327663255,-1.1639545450289468,0.19839804552232854,-0.4506391656145474,0.5596497578968591,0.3636795620732524,0.6196193671578122,1.4535286088038313,-0.7710471245142556
SVN,-0.39497871258039124,-0.6693017438279164,0.16262121343408314,-1.4775980918756688,-0.3859848936939974,0.191146508468602,0.7296688504322006,-0.5940418807182706,1.9041583140148504,-0.42637616326596023,0.24000694798429859,-0.916120580029582
ESP,0.5260103885189495,0.8129256772262651,0.876629920873715,-0.9117294547142163,1.1991383959345387,-2.1874338339646586,0.6745609093619134,-1.3059327653877146,0.6733199005835608,1.1944898870633778,1.0455144072166593,0.0022489057872443264
SWE,-1.4033880116958644,0.39224456263538343,-1.2761633869570719,2.8899505857601944,-0.7183248542027707,0.1348727142310683,1.197880254329013,-0.5321061914748486,-0.7071692309749585,1.1512183736931105,0.3638088123008712,-1.409102915724531
CHE,-0.3305336194058557,1.900412687001525,-1.191613662557081,0.5976187870739409,-0.7163761484136423,-0.0042296783981812195,-2.4846511295026525,1.2318808149202998,-1.065808170303509,-1.8662997267305523,-0.8145818627625977,0.11039231146340266
UKR,-0.17238932644910943,-1.1105620568215722,0.1459441844136257,-0.3297272478890492,-1.3708769926356719,-0.5019676372640332,-0.2678424365121231,-0.47497576415372067,-0.6172721024166146,1.0986690933659087,-0.49231769992303,-1.8447404334893052
