CountryId,CP1,CP2,CP3,CP4,CP5,CP6
4,0.38480446612286123,-0.45834977120925025,0.5574346294896652,1.6912063617795197,0.41401356447263976,-0.5592140769327452
8,-0.6316580068741848,0.004345321932775381,-0.1724929332018272,0.026717867336991347,0.3372902041333818,0.08312968807756814
12,0.03631619763944502,0.9845773778507042,0.06502260513746701,0.011013583833075625,1.0514126397425776,-0.05298102267395198
20,-1.3634040818947812,-0.06292979512627336,0.4919493252100298,0.25802399117725816,0.030473565180571864,0.06042592027808591
24,-0.6110804614565067,-0.2664022353413252,-0.3705332248881822,0.05959783816488786,-0.1597820439514888,-0.08387602988532453
28,-1.2751407558839116,-0.16010496194797783,0.2083431804244465,0.18755139268963106,-0.10110729598943749,0.01772388936267933
32,-0.7274802815507786,0.5526043303844956,0.437806516490519,0.36479268333651427,0.07510798899584185,-0.04487597521030094
51,-0.454342395069254,0.46806823269663567,-0.7819557746809326,-0.07192438166010189,0.703366678216447,0.04165229596010432
36,-1.0966709220535074,-0.23066649095111158,-0.753710501290263,-0.0317427476885072,-0.1508871408615935,0.040269712401750625
40,-0.4719116718166256,0.2680612295198873,-0.4292381146056255,0.15671537952635395,0.4885971662957831,-0.0035209365373689992
31,-0.875206051321634,0.13936018446666684,0.6280950681304958,0.18400081476386387,0.4209364116339624,0.000778290049209793
44,-1.4399885667875307,0.09518909341356623,1.492705426903116,0.5021109315661701,0.11715288921448179,0.023705245762077293
48,0.5306006442994896,1.046390790445602,4.260383433394446,0.001539985245553979,-0.3746384798921354,0.15111511173855877
50,2.7314948216563755,-1.4168810003382273,-0.2927566426513364,-0.4643359283020626,0.3171334156882724,0.805945758176442
52,-1.0310688377029555,-0.1132250376642164,-0.3713303288342043,0.07557803572491106,-0.17212484337332934,-0.005494287880887792
112,-0.90248372228122,0.10256360307206812,-0.171859351419825,0.1312593313323645,0.015150708528910246,0.04337925137859358
56,-0.6011109155001653,0.40979157228419216,-0.1908377974797268,0.10991839727154483,0.48956135730216876,0.03794069711132672
84,-1.271480952798781,-0.2642466224958181,-0.33488920447454257,0.07884758123197776,-0.19373901177181943,0.049155894276842395
204,-0.31374064145310604,-0.5445196747057702,-0.7608150349862761,-0.017779761397295958,-0.23191435839038374,-0.07717308223355979
64,-0.9984954550215013,-0.3541567753362075,-0.4470910107337306,0.09939218707700893,-0.1740296997651535,0.05553017463342864
68,-1.038319088131636,-0.4243241972671322,-1.000492864725597,0.0061352451967533654,-0.3134420127955467,0.015338851145699006
70,-0.8582923254679636,0.013039128701151906,-0.2539396153882758,-0.01363846618907514,-0.1491251765810325,0.08970592479118
72,-0.6791502356306189,-0.03868763033485253,-0.10677159225609,0.2107664868741784,0.10846583357668135,0.020608983306254117
76,-1.1043084414975912,-0.3376068603492725,-0.19033206475142192,0.21711829614359218,-0.17409937401448494,0.03214745549447057
96,-0.9201174358358829,-0.2635007156092106,-0.977746715009543,0.05471855607526021,-0.247394183007754,-0.009414944708154172
100,-0.8432884354551137,-0.12290304459406465,-0.07420131675128457,0.09048139578070272,0.08972720438738525,0.07920942084862613
854,2.816982326106806,-1.8599742902747103,-0.30833811427304314,-0.5272896064548315,-0.07835516205508107,-0.08344261161656205
108,0.26884263209115405,-0.9838409641280804,-0.8866502651133605,-0.21458055716935878,-0.20408038440654938,-0.20628163011464945
116,1.2964361782757012,-0.8243857610038572,-0.9301624326701664,0.3601946896203053,-0.061346426524220704,-0.017191421414434624
120,0.1055702700584607,-0.9704414494492267,-1.3382377629781088,-0.3240911646794776,-0.35012527604835214,0.010707085262896156
124,-1.1836622317725995,0.02778554743744062,0.4985969457604262,0.3408212106546202,0.09239579457459016,0.04437512966027998
132,0.23165339669680277,-1.3020875397700866,1.035214106286154,-1.181139887923246,0.021359997619663614,-0.3015714976860992
140,-0.7165629095692309,-0.669989853597312,-1.8066663738095723,-0.32872111070077614,-0.47323050892964297,0.025382896021198004
148,1.9956243602344772,-2.4300617189678673,0.995837452556462,-2.288362735569283,-0.0952946658569594,-0.6494799849378211
152,1.4569285491078587,-0.23694749884134975,1.4891187541634467,0.47715304004435877,0.3911245125000068,0.2996325892571552
156,7.060823597483865,1.0167680424156866,0.10171140084717538,-1.513125919515109,-1.1244952666870436,1.129331055288944
174,-1.2239515113528183,-0.2826354049752408,-0.2649767910261188,0.11666875533495658,-0.17844978082671212,0.013214511624978305
178,0.39627514534505165,-0.8904236077997013,-1.1977077292540277,-0.3586938927495075,-0.14836964793461663,-0.44103479827672004
188,-0.44885599105750407,0.40531930125321675,-0.209747020698765,0.05888589130493617,-0.3404081030865646,0.06604030511184406
191,-0.06571752292515565,-0.010089849382817371,-1.0092768527253904,-0.07398445544969691,0.6092782835648364,0.08651505411201393
192,-0.9371527108778432,0.7789862368766411,1.5372306063458443,0.4138271241599786,-0.39871983786428816,0.007911918477693694
196,-0.9630308350713833,-0.024631426851100667,0.9815204680106571,0.21411154088866366,-0.023717599473054452,0.09809960912745755
203,-0.2009865814990176,0.430988056363583,-0.5366445840166384,0.0014734369022914447,0.41306832909620417,0.04698543555105552
180,0.3957684945891563,-0.8906100158360676,-1.1957811001313172,-0.3578784254431439,-0.14845844190273083,-0.44036778620781236
208,-0.9758961192024422,0.09384897648779933,0.2087903563292768,0.2654124303979128,0.22173732064443696,0.029815675145034335
262,-0.7513524702898049,-0.28568378335421835,1.3257439680962515,0.07888356216103146,0.027264499429213808,0.014928575851370146
