Indicator,CV
Air_quality_Carbon_Monoxide,1.383742005727142
Air_quality_Ozone,0.5336201662668381
Air_quality_Nitrogen_dioxide,1.2975424623509013
Air_quality_Sulphur_dioxide,1.7889366989310003
Air_quality_PM2.5,1.5894548855308925
Air_quality_PM10,1.4596894890676506
