Localitate,F1,F2
Sicula,-0.5256835193684962,-0.09624374995207653
Silindia,-0.8052360018146267,-0.12663038268913523
Simand,0.601120219661183,0.36550447246646073
Siria,1.7736551418866957,0.14731572347779626
Sistarovat,-1.224854437874318,0.313900733008979
Taut,-0.44129536464429797,0.34611738658464125
Tarnova,0.9583197653422622,0.11578869886828896
Varadia De Mures,-0.13321813181633665,-0.551980369125817
Vinga,0.8093504145925993,0.00768886574927161
Varfurile,0.514744684194899,-0.07365412267066086
Zabrani,0.7308869877231741,-0.16151156545379736
Zarand,-0.4278085869560391,0.14831727511324555
Zerind,0.04096131403842727,-0.40710933758719037
Zimandu Nou,2.559800476439445,-2.185636415320038
Dorobanti,-0.4543363806098191,1.1822891148760932
Frumuseni,1.7091778355309908,-0.8774351874451817
Zadareni,0.5349985799946636,0.7502133201627254
Municipiul Pitesti,2.6361336310067442,1.6171859905739538
Bascov,2.1075399872099694,-0.23280447155956568
Bradu,1.591496711946474,-0.6657653029773304
Oras Mioveni,-0.13762821563674726,-0.7099562509686294
Maracineni,1.848346688454206,0.5892064219708903
Oras Stefanesti,1.8144761919598653,1.443865537689283
Municipiul Campulung,2.42816856246782,1.3946086250726037
Valea Mare Pravat,0.5725132491453212,0.3196654607915296
Municipiul Curtea De Arges,1.3571460455564022,1.9128556085251625
Oras Costesti,0.8735398311410909,0.7229870343031263
Oras Topoloveni,0.8390340829411433,0.605269318263012
Albestii De Arges,1.1606816267184001,0.5734070113486582
Albestii De Muscel,-0.011395500318311954,-0.7448556751825901
Albota,-0.12559782447018653,1.7975733916096666
Aninoasa,-0.013856388720744971,0.09298622877877319
Arefu,0.5337886834152674,-1.2430376966619026
Babana,0.16794127532435868,0.10429493249015792
Baiculesti,0.12404258019782731,0.5515791552711309
Balilesti,-0.8765092146031793,1.3410596385690825
Beleti-Negresti,-1.21762759862519,0.7428332960660711
Berevoesti,-1.0630131938935274,-0.8347248876278986
Barla,-0.5524760676046863,-0.044412889653185454
Bogati,0.2992596204871574,-0.10445069644198024
Boteni,0.08035883701514734,-1.011572802913553
Botesti,-2.3352028114118175,0.3421581284106568
Bradulet,-1.7082854185321201,0.1875757493433124
Budeasa,0.7407843642170755,0.8731820361012943
Bughea De Jos,-0.4577337413676624,0.8298569082087498
Buzoesti,-0.12376293649620225,0.7207171088427367
Caldararu,-0.9270070140218211,0.6209010463085252
Calinesti,0.9797238031673764,0.5918167553969469
Cateasca,1.27345988168488,0.08736490480194023
Cepari,-1.046328665895276,0.7694359319353723
Cetateni,-0.1519871150041793,-0.8706636387204468
Cicanesti,-0.41965947010357846,-0.20273482170228166
Ciofrangeni,-0.27484549964254745,-0.16046307020670092
Ciomagesti,-1.9681311837828492,0.11594258338876115
Cocu,-0.7363121764035352,0.8713971020128236
Corbeni,0.4151353750402958,0.3954103092913485
Corbi,-0.15637944531890963,0.0044444242682577335
Cosesti,-0.004917512071968631,-0.03590577841604286
Cotmeana,-0.16024620624350977,0.3513905312527801
Cuca,0.7404612759718269,-1.1572614878203609
Davidesti,1.0789095625883027,-1.2335519422808296
Dambovicioara,-0.5830239119124633,0.05050838245753155
Darmanesti,0.7776067861250042,-1.7248697680200518
Dobresti,-1.1299391178382494,0.8507810041436684
Domnesti,0.5225410862584396,0.572285100580263
Dragoslavele,-0.08581430375920152,-0.2251537148932614
Draganu,0.6668202594750923,0.23900672858419925
Godeni,0.34429437771303406,-0.07441386080371552
Harsesti,-0.46430461096250536,0.01311835803856494
Hartiesti,0.3640358348033044,-1.1790519620340267
Izvoru,0.17754778090762224,-0.4155563511420577
Leordeni,1.1171725861237811,0.12706567627253598
Leresti,-0.12284871947141007,0.6950830331397643
Lunca Corbului,-0.6374226754174466,0.7562442473855647
Malureni,-0.9299439242889128,0.7150649532079086
Merisani,0.1324995657356504,0.9736610307052564
Micesti,0.14042811260569213,0.10125724289015775
Mihaesti,-0.7767735834355505,1.2854585393827578
Mioarele,-1.3470492435308612,0.6544526109464452
Mirosi,-1.1424290446194056,-0.4152267964435651
Moraresti,0.7390144782192108,-1.1908315056734218
Mosoaia,-0.10575347782957534,2.1435965095930634
Mozaceni,-0.7165904354889664,-1.0490467708232647
Musatesti,-0.506578195081559,0.9581245334859378
Negrasi,-0.5286645635225166,0.28523004235104876
Nucsoara,-0.5169158496877015,-2.2083335937913726
Oarja,-0.2893179481606448,-0.4402542991016186
Pietrosani,-0.29042813134263024,0.24014069163955554
Poienarii De Arges,-1.0034206741348393,-0.8913526005113652
Poienarii De Muscel,-0.08968249532374445,0.05513431709721765
Poiana Lacului,0.2919698909184027,0.4027333481071594
Popesti,-1.3297705932356958,0.019496204392545225
Priboieni,0.7763251051103551,-0.6111379734095981
Ratesti,0.12113519336153429,-0.10804951680830716
Recea,-0.5734390952482484,-0.39649759019164066
Rociu,-0.14281435087289612,0.35165999992211355
Rucar,1.3423089288857015,0.46909493723886264
Salatrucu,1.4931098535918712,-2.0551437242678023
Sapata,-0.9439285902836423,0.6587325344349123
Schitu Golesti,0.6001901000672457,0.12690291974905352
Slobozia,0.4264465635551985,0.030099661841184663
Stalpeni,0.15402912362829826,0.8580214038654778
Stoenesti,0.561344045267324,-0.15221005183603992
Stolnici,-0.643409907781813,0.37379727005928387
Suseni,0.3515034301796041,-0.09745366626504882
Stefan Cel Mare,-0.12978091666961317,-0.13179830490459682
Suici,0.08418914118549355,-0.1285973419946092
Teiu,-0.8754407591214228,-0.21537778028309043
Tigveni,-0.3551514320726942,-0.47828874689241085
Titesti,-0.03367603737607354,0.23849999087256968
Uda,0.24864530888637074,-0.9781572841847608
Ungheni,-1.0786093236531102,0.6522205973511613
Valea Danului,0.08188597269780717,0.5644352615724292
Valea Iasului,0.27333590501519495,1.2390369600762552
Vedea,-0.34187368120692085,0.37968794409437817
Vladesti,-0.0530315333327216,-0.06614917664163007
Raca,-1.2347190097750438,-0.17793934289455446
Vulturesti,-1.348927033936209,1.1607134239150136
Bughea De Sus,-0.11501699389595126,0.23841576436274378
Municipiul Bacau,3.1669335851502978,1.0811660836643484
Hemeius,1.9525061839154814,-0.1266120418165327
Letea Veche,0.9476191780667663,1.664861675071604
Magura,0.7425072647384975,0.7187120148158623
Margineni,1.363782438876359,1.1825186002290862
Municipiul Onesti,2.4528815373945827,1.4643615592142754
Gura Vaii,-0.04885106242863459,-0.2872996580174653
Stefan Cel Mare,-0.7907046813496726,0.8882719058696439
Oras Buhusi,2.056931190965437,0.24721543787129993
Oras Comanesti,1.826835602489106,0.7554205787564074
Municipiul Moinesti,1.6543616507983956,1.6473374588370941
Oras Slanic-Moldova,1.5101520432552855,-0.6760047060679831
Oras Targu Ocna,0.6771190306805368,0.8950843627569911
Agas,-0.7259146743196476,0.815136492797517
Ardeoani,-0.09225665063985823,-0.6808939381368774
Asau,0.5790160499200026,0.13198207647208887
Balcani,-0.05838776567143157,-0.2642519895133481
Beresti-Bistrita,0.019836007471858357,-0.8168868410244801
Beresti-Tazlau,-0.45184797365587753,0.15917813035756598
Berzunti,-1.0840192450981185,0.3884296061572135
Barsanesti,0.1755595057054649,-0.4919516360452989
Blagesti,0.837103606857377,-1.7693945195027971
Bogdanesti,-0.16070345178897508,-0.6735993939891689
Brusturoasa,-0.6976063321042123,0.12104607262885013
Buhoci,0.58512496648707,0.08898739417290008
Casin,0.0382434312176131,1.0463111295519338
Caiuti,0.2690351327559704,0.10745959236991645
Cleja,0.13484217125142783,0.647125130768676
Colonesti,-1.5300066082466015,-1.5039900568963118
Corbasca,-0.3422929336039238,-0.39151199604970666
Cotofanesti,0.06866446433880699,-1.7167145910617048
Damienesti,-0.22262335651807935,-1.643892068823848
Oras Darmanesti,1.2742836607776955,1.0177284260884183
Dealu Morii,-0.5932457741716398,-1.040661801657242
Dofteana,-1.2795241833079678,0.9061939310325181
Faraoani,0.10200341885512915,0.27005498330432387
Filipeni,-0.47533691430236347,0.09666073624759816
Filipesti,0.4032946766734387,0.8686734352392279
Gaiceana,-0.8408556952597237,-0.5047146556361998
Ghimes-Faget,0.4874784886763312,-0.3146729312376839
Garleni,0.19270677322467877,0.32012261034195505
Glavanesti,-0.474355124560743,0.12638638535455735
Helegiu,0.492116261277433,-0.15841990893871266
Horgesti,-1.394989634302046,0.6721377112716387
Huruiesti,-1.2342567252724226,-0.06825730586944297
Izvoru Berheciului,-0.035404769978997275,-1.516940035241678
Lipova,-1.3501923768301416,-0.42828606621426263
Livezi,0.3075752746485348,-0.8889623563810141
Luizi-Calugara,-0.7547708479918308,0.9240033296567638
Magiresti,0.4141471279711208,-0.24528257376591417
Manastirea Casin,0.16735189392158417,0.39042610056005705
Motoseni,0.1705658787668391,-0.49707230569250727
Negri,-1.4407837845803202,-0.592965341481463
Nicolae Balcescu,1.5336771551937662,0.9263582215747596
Oituz,-2.2805325245143417,2.0745753605258574
Oncesti,-3.221701693009245,1.7804718680021596
Orbeni,-0.2447304089390501,0.36522977241936344
Palanca,-0.005422110398604068,-0.6444005656466651
Parava,0.4135635506775802,-0.5039550462802007
Parincea,0.003928105455288961,-1.560587213996513
Pancesti,0.14430015431486443,-0.516024393424814
Pargaresti,0.006704988462081512,-0.9211032283057432
Parjol,-0.33739834676665315,0.3724013583331766
Plopana,0.5664686203743924,-1.1963902932350632
Podu Turcului,0.4328505970473846,0.12328658851007367
Poduri,0.15602973788942898,-0.37354952602759756
Racova,0.3066617588576278,0.5679521355876225
Racaciuni,0.8932045384947496,0.14516535609795322
Rachitoasa,-1.1154532568531765,0.21367729273154712
Rosiori,-1.2806311651264315,0.18044854536876914
Sascut,0.5258269008248376,0.6440176525830338
Sanduleni,0.09686681589397998,0.06059060116733906
Saucesti,0.4646869382695231,1.463315618827218
Scorteni,-0.8735898315426912,0.042620407041534546
Secuieni,-0.9303282402254593,0.45854343818148896
Solont,-0.6488143929291889,-0.7186490030542491
Stanisesti,-0.8108029452705594,0.5601026249960258
Strugari,-1.007536784677698,-0.4393513201105235
Tamasi,-0.36907266616117634,0.33547372927715663
Tatarasti,0.10178737025328986,-2.5378410560157714
Targu Trotus,0.05668867763455632,-0.764887668304128
Traian,0.7298516630008002,0.5438095150443889
Ungureni,-1.0375972080185647,-0.28568470097258347
Urechesti,0.8564090990702152,-0.02839632976305844
Valea Seaca,0.6019820143419606,-0.7286170381962246
Vultureni,-0.5226741325648088,-0.9968101444777493
Zemes,0.49091212676569884,0.000997780830892511
Sarata,-2.6004430450337304,2.4809936037680274
Buciumi,-0.030446350023579177,0.08416525602173121
Gioseni,-0.44084222756752117,-0.11053427017753345
Odobesti,0.13248973192836755,-1.4434803167868835
Prajesti,1.415769024151624,-2.141477400700215
Itesti,-0.8220186667334515,0.7741415054120796
Municipiul Oradea,2.79331053706533,2.362252677405593
Sanmartin,1.3245660366093865,0.9678998784376458
Santandrei,0.8761684486547939,1.3605402866023886
Oras Alesd,1.1314724149707436,1.55525318295836
Astileu,0.13545162107677663,0.5914875372468854
Municipiul Beius,1.9477316227808588,1.5331004728786586
Oras Stei,0.7801517337040933,0.6492764365812166
Municipiul Marghita,0.2966287306623261,1.6750098663634772
Oras Nucet,0.7648651716471988,-0.4050045900460247
Municipiul Salonta,2.3394109051722185,0.8519877629211542
Oras Vascau,0.18974028519864905,0.8213404084745927
Abram,0.3976183366239112,0.1434312904290637
Abramut,0.4592425299404115,0.4314403529837938
Auseu,0.6330560780063544,0.1943735852545553
Avram Iancu,0.9892734315909341,-1.0463971213938477
Balc,0.08339151367479114,0.10852326899606662
Batar,0.7910109991313556,0.5145975371051964
Biharia,0.401803658153129,1.9562246855764898
Boianu Mare,-1.377472254576294,0.31486243431048716
Borod,1.2165447614690665,-0.4500914225797451
Bors,0.6304365124541964,0.8079753296281826
Bratca,0.6891423672660424,0.03146414310110457
Brusturi,-2.0572217387731317,1.8266293589407105
Budureasa,0.9603729288505705,0.08552482390521739
Buduslau,-1.2478734889914618,0.20046920673489543
Bulz,0.2008360750830737,0.9927731532870891
Buntesti,0.2855124410161011,0.9673759754572978
Cabesti,0.29888781686853544,-0.2562372378040745
Capalna,-1.2116378749398302,0.7684261448418479
Carpinet,-0.07220511403685567,0.5097954221835597
Cefa,0.7943304594845418,-0.2068716901763232
Ceica,-0.5020774822552826,1.1684247395968381
Cetariu,0.546809497871664,0.503339301473412
Cherechiu,0.5427026753672278,-0.7009400835328661
Chislaz,-0.08795300951526752,-0.059806202421524485
Ciuhoi,0.964905734074348,-0.006962835110904093
Ciumeghiu,0.10529256788509536,0.43349466348367094
Campani,0.7392675835015755,0.3871117198321714
Cociuba Mare,0.08125258291021727,0.1387870687307203
Copacel,-0.45090922080383733,0.058026121165193706
Cristioru De Jos,-0.06759181129781684,-0.8949039583316344
Curatele,0.5636849376041739,-0.16822200665129927
Curtuiseni,-0.43460628378064553,-0.4172287722636877
Derna,-0.23388711319984784,0.44903327965591283
Diosig,1.2320798452380188,0.23992495364299837
Dobresti,0.6369536927436458,0.6130507675582567
Draganesti,-0.5946561174229845,-0.4630414001839261
Dragesti,-0.37784759834528314,0.830546677520824
Finis,0.3882539609517674,0.736103631411171
Girisu De Cris,0.32773443337152297,1.112491595975057
Hidiselu De Sus,0.47392717451624017,1.0754825008400786
Holod,0.3411371206614061,1.065920130860623
Husasau De Tinca,-0.4863908434433507,1.0329565081734384
Ineu,0.3987184339187876,0.6225649130182406
Lazuri De Beius,-0.20283275022767863,0.25036119958270353
Lazareni,-0.9705138848592986,1.6671672385075857
Lugasu De Jos,1.6991643997933468,0.01953963441407109
Lunca,0.4725235213369943,1.3197422599844286
Madaras,-1.0196802384839396,0.951715304717756
Magesti,0.6334669969797189,0.39453380396805576
Nojorid,1.1430191659087272,1.3261446040475973
Olcea,-1.4439848961221988,0.6983427117835677
Osorhei,1.2479784854955462,1.2371827082519236
Pietroasa,-1.6006481875520047,1.6270627837260447
Pocola,-0.43927932229551797,0.7864342846458251
Pomezeu,0.036660536514859524,0.18135661311098294
Popesti,1.034137077559031,0.6415212617668857
Rabagani,0.18054406234331477,0.3605451997837276
Remetea,-0.1578538508468167,1.0540054107041203
Rieni,-0.1312384928172009,0.4215815571808343
Rosia,0.9561619473005512,-0.6066376288610223
Sacadat,-0.6139538281526743,-0.1755706877483743
Oras Sacueni,0.5442919670333481,1.1125430424304206
Salacea,0.3051898017268748,-0.8246118536227685
Salard,1.502490607639023,0.1596862222831214
Sambata,-1.2055700847023603,0.9698568201558103
Sarbi,-0.6185822683778922,0.933503854005019
Spinus,-1.1699506918292466,0.3453049103947863
Suplacu De Barcau,0.666094650328625,0.8471776943021825
Simian,0.0951680322340094,-0.3395516788386868
Sinteu,-1.5460130952313578,0.5639404634129869
Soimi,-0.9401649218477872,0.3839656548688873
Suncuius,0.7620687662583185,-0.37685209812509374
Tarcea,-0.6451028761546646,-0.5943458499162786
Tarcaia,0.34807503637534065,-0.13006393775409497
Tauteu,0.4157650562598923,0.40845230260692866
Tileagd,0.8865538614486667,0.6313410064280975
Tinca,1.4307500770222863,1.1900291941724785
Tulca,-0.47467085129454206,0.6693487327454624
Tetchea,0.504711365496,-0.24594830355990402
Uileacu De Beius,-0.49632476811269793,0.429175665369975
Vadu Crisului,1.2526047623579986,0.520033101330078
Oras Valea Lui Mihai,-0.4492038793975349,-0.7729329515491848
Viisoara,-0.7812428322441851,-0.17972124951473767
Varciorog,-0.46093369723654165,0.5204576908298433
Tamaseu,1.3201624731437303,0.08699891931513527
Paleu,1.3480058054979964,1.2223838429722873
Sannicolau Roman,-0.6693979747976673,0.3141967635402425
Rosiori,1.3876891500333546,-0.5743924690481128
Gepiu,0.40519305999807853,0.1480195603141568
Toboliu,-0.1566877684910301,0.03033362410033226
Municipiul Bistrita,2.410396513969538,1.5439536812065446
Oras Beclean,0.8607340843921599,1.4074901551503172
Oras Nasaud,1.909423503757456,0.7643327441653069
Oras Sangeorz-Bai,1.443478130212254,0.7172422106008819
Bistrita Bargaului,-0.0434657589416247,1.186194389055372
Branistea,-0.2605776939372835,0.8297384050241441
Budacu De Jos,-0.06813773090758712,0.5626570977375676
Budesti,-3.00058579359421,0.47877501211868106
Caianu Mic,0.6021911843028359,-0.9977940810528843
Cetate,-1.0449241201021227,-0.04125722441722043
Ciceu-Giurgesti,-0.4049014441494171,0.19515733945870953
Chiochis,-0.3983860734543983,0.5092887560985673
Chiuza,0.36946523300026424,-0.045722271647653065
Cosbuc,-0.44024267620885554,0.25874141060509914
Dumitra,-0.056228986439419246,0.8912619631983945
Feldru,0.8131916280165922,0.6760557336073507
Galatii Bistritei,1.328256700215877,-1.4879603126413885
Ilva Mare,-0.3454401064505879,0.26586432474427774
Ilva Mica,-0.7148336477640153,0.0931996575960727
Josenii Bargaului,1.075797760122515,-0.29999332355009733
Lechinta,0.561587101119663,1.396194593867982
Lesu,-1.9032726731469018,1.519449819944045
Livezile,1.1610043453719296,-0.03992783185437238
Lunca Ilvei,-1.1134702189453038,-0.06448286433183471
Maieru,0.9391204898910209,-0.7322021912500237
Matei,-0.18171993287225732,-0.49269542398044347
Magura Ilvei,-1.0648991206254363,0.1309765416864496
Mariselu,0.7884605776167851,-1.0906566787056786
Micestii De Campie,-1.502497121021218,-0.6936359619727326
Milas,-1.2310408420290984,-0.03549582444524443
Monor,-0.7401771943060147,-0.8420085406396071
Nimigea,0.40653126305815573,-0.49941870999654336
Nuseni,0.0988090326725327,0.43787484894366085
Parva,-0.6707042541929327,-0.2690573396223184
Petru Rares,1.0021438847759172,-1.0331278025258253
Prundu Bargaului,0.6740971129077705,1.047520205635741
Rebra,0.18398775746312288,-0.5688657888991754
Rebrisoara,0.6289927192988027,-0.4278590350858527
Rodna,0.344091222929747,0.9404493559894659
Romuli,-1.4308907361668823,0.1866202240658265
Salva,0.20921621360964981,-0.4663080492503103
Silivasu De Campie,-0.2648695888162079,-2.2450294773258213
Sanmihaiu De Campie,-0.9672699643721309,-0.17217947910754913
Spermezeu,-1.0462696856146183,0.9122803809677731
Sant,0.21537838804119797,-0.5977824360300572
Sieu,0.9047161605075844,-1.3253519285685564
Sieu-Magherus,1.131583376890364,-0.2737054544116062
Sieu-Odorhei,0.184936534350941,-0.6420579601652203
Sieut,0.0785607265791438,-0.10143227677872496
Sintereag,-0.7552614543254169,1.5665796886116095
Teaca,0.8309931566562359,-0.20105406041386248
Telciu,0.033501143611020426,0.6179836178542115
Tiha Bargaului,0.18110540915386109,0.5126516164562646
Tarlisua,-1.1167505711409027,0.14892721886678523
Uriu,1.3205850439368036,-1.4445354728836917
Urmenis,-0.7609568221948011,-1.0919848856713006
Zagra,-0.4339375220687148,0.2655955684126519
Municipiul Botosani,2.3560069200261817,1.6951084330587736
Curtesti,-0.17404349290980503,1.7284718975937639
Rachiti,0.11332481588179727,0.15967589205619823
Stauceni,-0.8206259456151166,1.3668981238648172
Oras Darabani,1.302495017357176,0.10186778810922256
Municipiul Dorohoi,1.3436232083330077,1.2986216641097856
Oras Saveni,0.10166458198009493,0.5031488398804221
Albesti,-0.4325047286560903,-0.02544463175987169
Avrameni,-0.434886337393857,-0.7778994706822526
Baluseni,0.43442670821236223,-0.24808799041616114
Braesti,-0.637014730886483,0.03586170736430983
Broscauti,-0.5553726732338187,0.7428254248042868
Oras Bucecea,0.8118040341408485,0.5956371153485945
Calarasi,0.14532573730940332,-1.7225264897054573
Concesti,-0.48558368951130587,-1.1456219809502977
Copalau,-0.782785451361562,0.5828381756613956
Cordareni,-0.32582845706652236,-1.5104711547537564
Corlateni,-0.9697868694925865,-1.4862990129851004
Corni,0.2863207569321031,-1.5861966361677464
Cotusca,-0.150843205290909,0.08967822864775322
Cristesti,-1.5381497987240458,-0.013835210119789986
Cristinesti,-0.646301010495923,-1.1013290461027332
Dersca,0.37033968452380756,-0.23194830601907174
Dangeni,0.02877006473479406,-1.5568104399695912
Dobarceni,-2.4617719199837516,-0.35147404214807926
Draguseni,-1.5286253431100274,-1.1369678193742971
Durnesti,-0.8498363173357966,0.062080179920061145
Oras Flamanzi,-0.14357929963608065,1.152957134997048
Frumusica,-0.400502342839462,0.7154363294691735
George Enescu,-1.537105588860094,-0.03849264584309744
Gorbanesti,-0.35115541614067003,-0.3111573606531649
Havarna,0.9296995612597642,-0.7872560699458873
Hanesti,-0.3035093202647075,-1.8834373737257957
Hiliseu-Horia,-0.6079347189965854,0.1947638776752593
Hlipiceni,-0.15134721991533082,-0.8018071085789722
Hudesti,-0.31619448193637556,0.3298460203330621
Ibanesti,-0.09179512009878275,-0.3670916746423388
Leorda,-1.0761279439796099,0.1483958184340392
Lunca,-0.7174404764588739,-0.549707280044693
Manoleasa,-0.996398220230657,-0.1873505002420876
Mihai Eminescu,-0.01824400901526726,1.8284612206880058
Mihaileni,0.022534132139362183,-0.3412084529783533
Mihalaseni,-1.1415981709483298,0.030214050668467555
Mileanca,-0.2144310407390073,-1.2775447815440806
Mitoc,-1.8460502347646228,-0.8227485253775401
