Siruta,Localitate,Div Medie,2021
143806,Oras Dumbraveni,0.3386214285714286,0.30311
143851,Oras Ocna Sibiului,0.3457042857142857,0.31656
144349,Brateiu,0.33131357142857143,0.32467
144410,Bruiu,0.17331285714285713,0.16408
144553,Darlos,0.3658435714285715,0.33005
144991,Micasasa,0.24921928571428567,0.2135
145275,Poiana Sibiului,0.2531607142857143,0.19157
145293,Porumbacu De Jos,0.4159842857142858,0.39634
145355,Racovita,0.2997207142857143,0.26398
145827,Oras Talmaciu,0.32624,0.25073
145934,Turnu Rosu,0.2821914285714286,0.25248
146021,Boita,0.14969928571428573,0.14562
146263,Municipiul Suceava,0.6949414285714287,0.69204
146584,Oras Gura Humorului,0.5668671428571429,0.55777
146628,Municipiul Radauti,0.5979528571428572,0.59616
146744,Municipiul Vatra Dornei,0.5573592857142856,0.55218
146860,Arbore,0.37257357142857145,0.36208
146904,Baia,0.3035721428571429,0.28615
146931,Oras Milisauti,0.3576414285714286,0.31953
147134,Bosanci,0.2884721428571429,0.23513
147161,Botosana,0.24492214285714284,0.22039
147786,Cornu Luncii,0.41327857142857144,0.3863
148097,Dolhesti,0.2666192857142858,0.24514
148872,Galanesti,0.3464885714285715,0.33201
148970,Granicesti,0.24565785714285715,0.23244
149833,Patrauti,0.35987500000000006,0.33654
150356,Stulpicani,0.2864242857142857,0.28473
151344,Zvoristea,0.29730857142857137,0.28163
151442,Iaslovat,0.16219142857142857,0.15609
151488,Fantana Mare,0.3746164285714286,0.37027
151512,Hantesti,0.280145,0.23306
151549,Hartop,0.19075714285714288,0.16848
151763,Lita,0.18983214285714284,0.16219
151996,Balaci,0.2235292857142857,0.18339
152083,Blejesti,0.3003378571428571,0.25896
152662,Crangu,0.221225,0.22071
152760,Dobrotesti,0.2777071428571429,0.25936
152797,Dracsenei,0.09895214285714285,0.08584
153507,Orbeasca,0.38872,0.37544
153589,Pietrosani,0.21007785714285715,0.20571
153909,Rasmiresti,0.07404071428571428,0.05434
154282,Silistea-Gumesti,0.21149500000000002,0.19085
154344,Slobozia Mandra,0.18153785714285717,0.15316
154665,Tatarastii De Sus,0.29489642857142856,0.27482
154736,Traian,0.10072999999999999,0.09614
154978,Zambreasca,0.21489714285714284,0.20032
155127,Frasinet,0.2974971428571429,0.29108
155154,Uda-Clocociov,0.1939807142857143,0.17369
155243,Municipiul Timisoara,0.7171199999999999,0.69087
155289,Ghiroda,0.4774278571428571,0.42113
155760,Becicherecu Mic,0.4415621428571429,0.42208
155911,Biled,0.3701735714285714,0.33379
156106,Boldur,0.35904928571428574,0.34843
156213,Carpinis,0.3070914285714285,0.28769
156473,Costeiu,0.3918764285714285,0.37893
156767,Dumbrava,0.36587642857142855,0.35889
157193,Ghizela,0.26915214285714284,0.2536
157424,Jebel,0.4077907142857143,0.4062
158396,Remetea Mare,0.36680357142857145,0.36201
158449,Sacosu Turcesc,0.46821,0.45044
158653,Sanandrei,0.4487942857142858,0.44339
158804,Stiuca,0.1825907142857143,0.17144
158859,Teremia Mare,0.34783214285714287,0.33734
159142,Uivar,0.2745671428571429,0.26913
159213,Varias,0.4402185714285714,0.42159
159375,Checea,0.25307071428571426,0.22577
159419,Gottlob,0.28358285714285714,0.21302
159650,Oras Babadag,0.41060071428571426,0.38536
159883,C.a. Rosetti,0.2131078571428571,0.21304
160092,Ceamurlia De Jos,0.2704121428571428,0.25941
160172,Chilia Veche,0.23002785714285715,0.22748
160458,Grindu,0.03854357142857142,0.0
160877,Mihail Kogalniceanu,0.2580107142857143,0.24782
161053,Nufaru,0.36931214285714287,0.36869
161151,Peceneaga,0.22758142857142855,0.18845
161286,Smardan,0.19343571428571432,0.19247
162194,Banca,0.17036785714285715,0.15144
162498,Berezeni,0.25396499999999994,0.2417
163137,Costesti,0.2282335714285714,0.21391
163734,Dumesti,0.21035357142857142,0.19266
164133,Grivita,0.38126571428571426,0.34247
164543,Ivesti,0.2977171428571429,0.27576
164598,Laza,0.3106935714285714,0.3059
164749,Lunca Banului,0.31037,0.30579
164892,Miclesti,0.20729714285714282,0.20659
166315,Tatarani,0.19706714285714289,0.18856
167035,Vutcani,0.19579714285714284,0.09969
167295,Feresti,0.21913857142857143,0.19797
167696,Oras Baile Olanesti,0.33648357142857144,0.30436
168041,Oras Horezu,0.5068864285714286,0.48704
168675,Berislavesti,0.27941071428571435,0.26235
168791,Budesti,0.40842214285714284,0.37831
171209,Madulari,0.21151142857142854,0.17034
171628,Nicolae Balcescu,0.2814585714285714,0.25907
171879,Orlesti,0.26535857142857144,0.2572
172082,Pausesti-Maglasi,0.3774221428571428,0.3682
172457,Prundeni,0.3019907142857143,0.24876
173230,Stoenesti,0.2798042857142857,0.27757
173533,Stroesti,0.27352642857142856,0.23003
173597,Sutesti,0.3332942857142857,0.32498
173686,Sirineasa,0.21548928571428574,0.21057
173793,Susani,0.2707435714285714,0.24747
174218,Voicesti,0.1777878571428572,0.07465
174520,Mitrofani,0.125895,0.12017
174824,Golesti,0.45720571428571427,0.42685
175019,Oras Odobesti,0.46371714285714294,0.46051
175224,Barsesti,0.31927214285714284,0.29424
175260,Boghesti,0.10872428571428572,0.08759
175590,Ciorasti,0.31732,0.31392
176150,Fitionesti,0.2525928571428571,0.1512
176793,Movilita,0.3092621428571429,0.29786
177101,Paltin,0.27460500000000004,0.26792
177352,Pufesti,0.31438714285714287,0.27645
177799,Straoane,0.39255,0.36672
177842,Suraia,0.4305428571428571,0.18785
178901,Popesti,0.3632128571428571,0.35946
179132,Municipiul Bucuresti,0.7748850000000002,0.77105
179310,Dobroesti,0.5376114285714285,0.52047
179463,Mogosoaia,0.4449742857142857,0.41727
179551,Oras Voluntari,0.6394071428571427,0.63699
179677,Camin,0.2425671428571429,0.22039
179711,Vladeni,0.2553471428571429,0.2538
179935,Persinari,0.27402642857142856,0.23288
179962,Galbinasi,0.20639642857142856,0.15364
179980,Marculesti,0.262375,0.25096
