Siruta,Localitate,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
63278,Horia,0.2118,0.27622,0.21848,0.12611,0.14987,0.13787,0.09859,0.12626,0.22318,0.14253,0.16022,0.17367,0.16753,0.09098
63286,Costinesti,0.48181,0.47068,0.4734,0.44324,0.41637,0.41857,0.38685,0.38274,0.39634,0.39437,0.37994,0.34008,0.2894,0.27103
63334,Fantanele,0.1436,0.15992,0.20401,0.1977,0.15605,0.20972,0.25102,0.26477,0.29169,0.30248,0.27506,0.2699,0.23057,0.2057
63447,Oras Baraolt,0.44616,0.43686,0.47745,0.47645,0.47469,0.46323,0.44598,0.44868,0.43761,0.4227,0.42618,0.44414,0.4347,0.43649
63526,Oras Covasna,0.47823,0.49637,0.51706,0.52195,0.51896,0.5144,0.52371,0.53167,0.52718,0.52873,0.51418,0.50013,0.50228,0.49723
63553,Comandau,0.22121,0.24135,0.27102,0.20934,0.22375,0.28819,0.28179,0.21155,0.18362,0.18536,0.17027,0.1551,0.16538,0.18426
64345,Ghidfalau,0.38827,0.37785,0.42415,0.39105,0.38806,0.39407,0.39046,0.39574,0.37374,0.38707,0.41807,0.40918,0.41811,0.3416
64504,Malnas,0.16129,0.12657,0.11073,0.03564,0.06834,0.04634,0.03313,0.04956,0.26121,0.23445,0.09189,0.10285,0.11184,0.09246
64773,Reci,0.25491,0.16705,0.21397,0.26781,0.26141,0.25076,0.27916,0.29132,0.34219,0.40036,0.36333,0.35116,0.3797,0.0898
64871,Turia,0.32634,0.34687,0.34482,0.35093,0.35819,0.36268,0.35701,0.35808,0.35363,0.33423,0.36289,0.36357,0.35162,0.34846
64906,Valea Crisului,0.41857,0.42943,0.41401,0.41607,0.42885,0.39321,0.39493,0.37648,0.39773,0.39181,0.3981,0.40257,0.40219,0.38198
64997,Varghis,0.25348,0.25137,0.26647,0.27617,0.26232,0.18114,0.14651,0.15701,0.16495,0.15171,0.15252,0.15054,0.1926,0.18678
65105,Mereni,0.31809,0.29661,0.28511,0.25896,0.2611,0.32128,0.31675,0.26061,0.21678,0.26875,0.26197,0.20358,0.16163,0.22473
65501,Ulmi,0.3662,0.13718,0.40282,0.38748,0.39841,0.39662,0.37692,0.40177,0.42412,0.41621,0.39873,0.40981,0.38204,0.36915
65681,Oras Gaesti,0.34613,0.32186,0.32828,0.32408,0.33343,0.34147,0.33088,0.30982,0.31908,0.33611,0.34197,0.31075,0.29985,0.269
65752,Petresti,0.37457,0.32181,0.3121,0.36034,0.29167,0.28894,0.30348,0.28247,0.29416,0.33308,0.22415,0.26398,0.31906,0.27652
65921,Oras Pucioasa,0.45343,0.44666,0.43524,0.4151,0.41215,0.41269,0.37329,0.38912,0.39836,0.38332,0.37103,0.38767,0.36233,0.37229
66697,Cojasca,0.31933,0.31185,0.26782,0.32629,0.25711,0.20955,0.25395,0.2298,0.19601,0.20611,0.18686,0.14973,0.20767,0.23114
66731,Comisani,0.37348,0.35959,0.31742,0.28243,0.25615,0.23354,0.22432,0.23149,0.24197,0.24472,0.23865,0.23746,0.24467,0.22997
66768,Contesti,0.2591,0.21613,0.21405,0.22805,0.31795,0.35229,0.31367,0.29109,0.25796,0.23633,0.23345,0.22795,0.24595,0.26039
67167,Crangurile,0.25029,0.21996,0.19819,0.24815,0.24046,0.21922,0.22231,0.20059,0.19387,0.19586,0.21123,0.20273,0.1805,0.19425
67256,Darmanesti,0.37848,0.36686,0.37794,0.37781,0.38797,0.3991,0.39696,0.3986,0.42363,0.41631,0.4164,0.37367,0.35748,0.30894
67292,Dobra,0.23072,0.26765,0.24564,0.24932,0.28762,0.28122,0.2823,0.28785,0.31911,0.32341,0.34614,0.30482,0.24705,0.27331
67327,Dragodana,0.29878,0.28069,0.41904,0.41189,0.41225,0.40128,0.31085,0.2791,0.34314,0.36592,0.37686,0.38849,0.35708,0.33894
67648,Gura Sutii,0.38095,0.39616,0.40777,0.39612,0.38515,0.35683,0.36712,0.37627,0.34996,0.36867,0.39396,0.39571,0.39151,0.3791
69170,Valea Mare,0.30599,0.32081,0.23853,0.32127,0.28226,0.28281,0.28943,0.30297,0.36454,0.32465,0.29619,0.27533,0.29834,0.29621
69900,Municipiul Craiova,0.71986,0.72421,0.7376,0.73635,0.73328,0.7341,0.73147,0.73462,0.7333,0.73259,0.72799,0.72748,0.72156,0.72221
71787,Cetate,0.28495,0.24745,0.23378,0.29195,0.23806,0.26959,0.3244,0.33939,0.33461,0.34336,0.35628,0.31205,0.29238,0.28707
71885,Cosoveni,0.30987,0.30648,0.32341,0.29636,0.31114,0.29989,0.31452,0.32457,0.30876,0.22481,0.26257,0.20369,0.197,0.22075
72007,Oras Dabuleni,0.45678,0.22582,0.45641,0.40084,0.42378,0.40969,0.42616,0.42595,0.41166,0.41134,0.40795,0.41478,0.39876,0.37249
72098,Dobresti,0.15489,0.14261,0.14313,0.15434,0.20242,0.11778,0.26537,0.22584,0.24169,0.17149,0.21287,0.22276,0.22386,0.16988
73923,Robanesti,0.2703,0.30166,0.35368,0.33952,0.36017,0.318,0.34687,0.35421,0.33673,0.34952,0.3078,0.32026,0.31759,0.32063
74028,Salcuta,0.18914,0.18875,0.17907,0.21183,0.27009,0.24668,0.21158,0.1912,0.23992,0.24299,0.2288,0.17117,0.10799,0.16667
74135,Seaca De Padure,0.16713,0.19871,0.18112,0.22828,0.27251,0.23334,0.14704,0.11937,0.1702,0.19493,0.10488,0.18607,0.17692,0.1355
74359,Terpezita,0.18107,0.20143,0.26925,0.2898,0.24815,0.23023,0.22798,0.26662,0.28267,0.28078,0.30919,0.33286,0.30322,0.24447
74923,Intorsura,0.14794,0.14009,0.22103,0.20753,0.17828,0.20756,0.22874,0.27027,0.23175,0.2426,0.20799,0.24419,0.24552,0.20943
75472,Oras Targu Bujor,0.38507,0.35426,0.39856,0.40281,0.40996,0.41407,0.42669,0.41145,0.41833,0.41344,0.42095,0.40777,0.39303,0.39463
75542,Balabanesti,0.0,0.10786,0.17121,0.10802,0.0,0.10799,0.19897,0.18144,0.13513,0.20303,0.09324,0.10065,0.21681,0.10447
75613,Balasesti,0.16187,0.2073,0.16203,0.23286,0.2374,0.19897,0.20422,0.16857,0.21323,0.26128,0.16203,0.08761,0.14805,0.14886
75668,Baleni,0.26188,0.23701,0.25535,0.25215,0.18238,0.21781,0.19907,0.22234,0.24783,0.22874,0.2413,0.20909,0.24495,0.21403
76111,Costache Negri,0.29111,0.28023,0.28576,0.3141,0.31189,0.3294,0.31682,0.31814,0.27072,0.28543,0.25643,0.23066,0.27647,0.25764
77313,Tudor Vladimirescu,0.15144,0.16934,0.23472,0.24587,0.25142,0.27316,0.24729,0.29486,0.25076,0.25326,0.21631,0.21777,0.22459,0.22953
77377,Tepu,0.26031,0.25602,0.2743,0.27316,0.29238,0.27279,0.29523,0.30108,0.24222,0.23958,0.26515,0.29911,0.24237,0.24985
77475,Valea Marului,0.24181,0.2078,0.14703,0.18753,0.13962,0.18408,0.19756,0.18883,0.21128,0.18571,0.14433,0.14636,0.13974,0.14976
77812,Municipiul Targu Jiu,0.67706,0.66946,0.58535,0.58804,0.46964,0.46351,0.46452,0.47945,0.49107,0.50091,0.49977,0.50369,0.50932,0.52357
78016,Dragutesti,0.39022,0.41084,0.45998,0.41744,0.41978,0.4389,0.46012,0.4365,0.45273,0.44345,0.44755,0.44353,0.43525,0.41738
78141,Municipiul Motru,0.52626,0.52033,0.5302,0.5392,0.5328,0.52153,0.51262,0.5006,0.5031,0.50776,0.48462,0.48309,0.47644,0.4839
78258,Oras Novaci,0.39179,0.38273,0.38108,0.39175,0.36424,0.34753,0.34223,0.33954,0.34397,0.34847,0.32648,0.33618,0.33488,0.33139
78542,Alimpesti,0.32816,0.33897,0.33021,0.34383,0.33183,0.31095,0.33636,0.34968,0.35256,0.35356,0.3404,0.33036,0.334,0.31955
78711,Baia De Fier,0.42165,0.43428,0.4242,0.41248,0.38786,0.40351,0.41221,0.37177,0.37145,0.41559,0.39752,0.36708,0.33774,0.35052
78828,Barbatesti,0.20703,0.22247,0.28068,0.20123,0.24315,0.15344,0.16733,0.15768,0.11145,0.19043,0.13041,0.19661,0.1022,0.0
79308,Oras Bumbesti-Jiu,0.31995,0.31373,0.33558,0.49861,0.33817,0.50645,0.35262,0.3555,0.34811,0.32074,0.32777,0.33761,0.34104,0.34942
80766,Logresti,0.30825,0.30535,0.268,0.24183,0.25268,0.25649,0.28963,0.28272,0.32656,0.31952,0.26876,0.25527,0.2785,0.22724
81656,Samarinesti,0.22753,0.15738,0.21067,0.19839,0.22022,0.24035,0.21134,0.17437,0.1957,0.19009,0.20369,0.23361,0.26132,0.14334
82314,Stoina,0.28105,0.33791,0.33379,0.29995,0.27276,0.27262,0.24651,0.19533,0.26973,0.23243,0.23961,0.25378,0.26551,0.24243
82779,Vagiulesti,0.23628,0.23698,0.28356,0.26678,0.24119,0.22284,0.25991,0.26413,0.22228,0.2229,0.24187,0.25894,0.2665,0.2409
83428,Oras Baile Tusnad,0.26889,0.23922,0.3172,0.34968,0.35903,0.30394,0.288,0.29532,0.29447,0.27971,0.29548,0.29595,0.30867,0.29345
83491,Oras Borsec,0.12354,0.1206,0.12367,0.11556,0.11856,0.11195,0.10777,0.1011,0.11786,0.11988,0.10184,0.10616,0.101,0.10573
83561,Municipiul Gheorgheni,0.6076,0.61771,0.62862,0.63465,0.63706,0.63131,0.63462,0.64259,0.63806,0.63126,0.63139,0.63321,0.61744,0.59783
83785,Atid,0.30548,0.29214,0.31839,0.33812,0.33427,0.30936,0.31855,0.34475,0.32061,0.29579,0.28731,0.27662,0.27938,0.28249
84344,Ditrau,0.43388,0.43943,0.43124,0.4341,0.42379,0.4244,0.43779,0.49293,0.47607,0.45611,0.46474,0.47042,0.46585,0.43832
85127,Mugeni,0.39315,0.3856,0.40302,0.38664,0.369,0.35615,0.37843,0.39936,0.43144,0.44391,0.43462,0.40183,0.4033,0.39221
85243,Ocland,0.19701,0.20775,0.23442,0.20476,0.24152,0.25936,0.24176,0.25749,0.29252,0.2836,0.31685,0.31717,0.27362,0.24707
85412,Remetea,0.35684,0.35575,0.42792,0.42398,0.42064,0.43422,0.45081,0.43941,0.42544,0.41005,0.38512,0.37856,0.37594,0.36772
85582,Secuieni,0.28799,0.27891,0.30815,0.32977,0.27664,0.27004,0.25889,0.25321,0.24173,0.25884,0.27913,0.32051,0.2871,0.27991
85788,Sanmartin,0.36493,0.35128,0.37988,0.3864,0.38478,0.39117,0.3827,0.36621,0.37301,0.36487,0.38201,0.36294,0.35008,0.36544
86749,Carjiti,0.23326,0.22451,0.30174,0.33676,0.30496,0.2149,0.20727,0.10197,0.12698,0.18149,0.18168,0.221,0.22015,0.19818
86936,Teliucu Inferior,0.39123,0.40733,0.39135,0.40696,0.36778,0.40847,0.41045,0.43811,0.39713,0.4127,0.37418,0.37148,0.37794,0.39239
87576,Oras Hateg,0.51899,0.51634,0.54239,0.54761,0.54638,0.53722,0.52182,0.52995,0.53695,0.52035,0.52569,0.52893,0.51411,0.52541
87638,Municipiul Orastie,0.57427,0.57205,0.57279,0.56498,0.59188,0.57089,0.54881,0.5366,0.54371,0.52897,0.52043,0.50481,0.49801,0.50002
88216,Batrana,0.27042,0.26919,0.2803,0.28331,0.2852,0.28874,0.29111,0.29867,0.30519,0.30992,0.0,0.10799,0.10799,0.10797
88788,Buces,0.19252,0.18985,0.14307,0.20814,0.24581,0.24152,0.20066,0.14524,0.12611,0.08081,0.0927,0.08605,0.179,0.13403
90066,Lelese,0.0991,0.0,0.0,0.0,0.0,0.0,0.0587,0.06388,0.07794,0.0639,0.10802,0.0,0.0,0.0
90119,Lunca Cernii De Jos,0.09314,0.23016,0.19902,0.22017,0.19698,0.24316,0.21843,0.20607,0.17112,0.20271,0.20106,0.15423,0.20009,0.15958
90538,Pui,0.35282,0.36668,0.34869,0.36731,0.35874,0.33147,0.31526,0.31038,0.32221,0.3211,0.32272,0.31308,0.35414,0.29411
90663,Rapoltu Mare,0.31082,0.31621,0.33433,0.36113,0.3103,0.35307,0.34155,0.37477,0.3925,0.38529,0.29517,0.26219,0.21862,0.24051
90725,Rachitova,0.22035,0.20772,0.22904,0.29333,0.26293,0.28383,0.28202,0.26125,0.22316,0.20803,0.23765,0.17344,0.12368,0.1996
91054,Sarmizegetusa,0.22369,0.24574,0.24689,0.23134,0.20342,0.23337,0.20617,0.12655,0.21183,0.1928,0.18511,0.20028,0.19717,0.20668
91535,Toplita,0.20701,0.20095,0.20761,0.17435,0.23057,0.23755,0.22958,0.28585,0.2341,0.2277,0.22392,0.19358,0.20756,0.21172
91937,Valisoara,0.16187,0.19333,0.27242,0.1918,0.15217,0.13896,0.10016,0.06905,0.07018,0.13355,0.13358,0.17991,0.19211,0.14205
92097,Vorta,0.1366,0.22845,0.20004,0.16677,0.19182,0.19481,0.17522,0.15591,0.02928,0.24634,0.09353,0.09772,0.13197,0.08483
92783,Albesti,0.2579,0.20452,0.24857,0.23649,0.28957,0.23292,0.26341,0.26611,0.22385,0.28883,0.23982,0.23004,0.25015,0.20353
93236,Cosambesti,0.33376,0.3147,0.32052,0.29435,0.29877,0.28185,0.30159,0.30324,0.31799,0.32056,0.30317,0.30015,0.2758,0.29903
93325,Dichiseni,0.1538,0.14217,0.18039,0.14401,0.12922,0.15384,0.17499,0.22701,0.21745,0.22735,0.2344,0.21597,0.17499,0.18159
93539,Dragos Voda,0.28317,0.29045,0.28694,0.28192,0.32919,0.3366,0.3305,0.3146,0.2869,0.29521,0.29465,0.30308,0.31392,0.29797
93717,Grindu,0.26483,0.21773,0.27997,0.28545,0.27023,0.256,0.25344,0.33073,0.25487,0.22713,0.20944,0.20977,0.21907,0.22368
93735,Grivita,0.28997,0.29523,0.3299,0.36065,0.35443,0.33651,0.37399,0.37686,0.3107,0.32994,0.35312,0.34687,0.2962,0.27626
94081,Movila,0.10552,0.1122,0.1338,0.14814,0.12455,0.11503,0.09194,0.06388,0.10141,0.13194,0.12636,0.13971,0.11017,0.09729
94269,Reviga,0.24017,0.23339,0.17737,0.27654,0.29552,0.31494,0.31096,0.30843,0.2994,0.28088,0.24686,0.27049,0.27672,0.26077
94429,Scanteia,0.30492,0.31401,0.29819,0.27392,0.2576,0.18863,0.19227,0.20976,0.22617,0.16231,0.15261,0.16911,0.16507,0.18104
94580,Stefan Voda,0.17107,0.15586,0.16359,0.20198,0.21364,0.21115,0.18681,0.15152,0.12159,0.07518,0.13744,0.17276,0.10957,0.14734
94606,Ulmu,0.21451,0.18747,0.19983,0.17799,0.21439,0.20249,0.19602,0.17723,0.20601,0.16256,0.18135,0.17534,0.18012,0.16195
94731,Valcelele,0.23668,0.24089,0.29053,0.26675,0.28322,0.30168,0.30758,0.3245,0.31724,0.32872,0.29043,0.30858,0.30985,0.28135
95060,Municipiul Iasi,0.7444,0.74311,0.75829,0.75828,0.75892,0.75998,0.75387,0.74952,0.75063,0.74944,0.74038,0.73113,0.72467,0.7215
95391,Municipiul Pascani,0.59816,0.58846,0.59607,0.6006,0.57729,0.57206,0.57005,0.57211,0.56939,0.57311,0.57303,0.57782,0.58177,0.57637
95943,Bivolari,0.29022,0.27994,0.2457,0.22994,0.10606,0.10521,0.18917,0.19926,0.15327,0.13955,0.14254,0.13341,0.11041,0.14254
96888,Dobrovat,0.27895,0.14871,0.20761,0.07022,0.24329,0.25403,0.31162,0.3079,0.3731,0.41201,0.39234,0.39671,0.31864,0.27314
96940,Dumesti,0.18114,0.17488,0.23704,0.19787,0.14965,0.16344,0.18441,0.11364,0.19327,0.09628,0.17724,0.21432,0.21425,0.13798
97394,Grozesti,0.14794,0.11447,0.18904,0.18825,0.18399,0.21834,0.17773,0.18856,0.22715,0.15268,0.18789,0.19557,0.19557,0.1656
97777,Madarjac,0.0991,0.10472,0.0992,0.0,0.09922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98257,Movileni,0.2052,0.17838,0.25546,0.22195,0.22552,0.20765,0.18644,0.18874,0.20643,0.25461,0.2485,0.23223,0.20998,0.2127
98373,Oras Podu Iloaiei,0.38294,0.38511,0.40284,0.39414,0.38972,0.40217,0.40703,0.45754,0.46738,0.31595,0.30174,0.29546,0.31029,0.32039
98505,Popricani,0.41523,0.44046,0.41792,0.463,0.46067,0.49106,0.48208,0.47054,0.46083,0.46972,0.44738,0.42188,0.39425,0.3965
98827,Schitu Duca,0.22535,0.21202,0.24249,0.15169,0.16918,0.28354,0.34942,0.38533,0.39178,0.3616,0.35651,0.35472,0.33451,0.29328
99539,Todiresti,0.16711,0.19995,0.20468,0.1765,0.20554,0.2341,0.23229,0.23364,0.24023,0.23563,0.26208,0.22004,0.23638,0.13024
99879,Tiganasi,0.24077,0.2611,0.2503,0.24869,0.26634,0.2544,0.266,0.30547,0.24875,0.22901,0.19087,0.19999,0.19693,0.21162
100219,Voinesti,0.28354,0.31469,0.24862,0.33068,0.34167,0.31792,0.3209,0.33614,0.32437,0.12309,0.14073,0.17641,0.19706,0.18992
100834,Afumati,0.52766,0.553,0.55487,0.54942,0.57005,0.59791,0.59954,0.62169,0.61544,0.61713,0.604,0.55322,0.52417,0.52201
101163,Bolintin-Deal,0.36687,0.37419,0.31253,0.42017,0.42621,0.37009,0.35824,0.3293,0.34852,0.33633,0.33643,0.35197,0.35494,0.34952
101243,Brazii,0.0,0.05428,0.0447,0.01858,0.06638,0.05207,0.06025,0.06158,0.03371,0.05836,0.07513,0.07644,0.09863,0.04008
101298,Branesti,0.51648,0.49953,0.40394,0.43154,0.44976,0.46507,0.44305,0.55844,0.48826,0.46069,0.43939,0.44773,0.3703,0.36532
101378,Bucsani,0.28306,0.2762,0.26683,0.23414,0.28665,0.30385,0.33988,0.30862,0.29641,0.25064,0.28908,0.27107,0.27779,0.25008
102035,Clinceni,0.41211,0.41757,0.46377,0.45277,0.46159,0.45339,0.43356,0.60164,0.46531,0.45956,0.46821,0.48538,0.47072,0.46423
102570,Domnesti,0.48055,0.47461,0.43463,0.44212,0.43107,0.46181,0.48194,0.60984,0.51623,0.53484,0.53798,0.53187,0.51062,0.4894
102641,Dragoesti,0.22361,0.18236,0.19517,0.21243,0.16668,0.19606,0.18578,0.20203,0.17416,0.15913,0.14043,0.11963,0.10293,0.1018
102794,Floresti-Stoenesti,0.29943,0.26632,0.3187,0.21579,0.2935,0.29285,0.2765,0.25229,0.22611,0.24791,0.29074,0.26023,0.24593,0.26355
103087,Gaiseni,0.32604,0.32107,0.29637,0.2859,0.19502,0.19118,0.18117,0.14098,0.17688,0.13831,0.18593,0.18927,0.17014,0.19506
104083,Luica,0.15793,0.20721,0.12089,0.1241,0.20918,0.2096,0.24061,0.16719,0.18984,0.23495,0.22262,0.17814,0.18399,0.17842
104831,Roata De Jos,0.39029,0.38239,0.36678,0.36349,0.36729,0.35454,0.32873,0.34254,0.34247,0.35285,0.3406,0.30163,0.30271,0.30747
105222,Sohatu,0.20701,0.19241,0.2223,0.2179,0.2276,0.22937,0.20169,0.19891,0.22492,0.22206,0.24301,0.23976,0.22017,0.18945
105259,Spantov,0.33284,0.24271,0.29279,0.28108,0.32928,0.33154,0.34645,0.33115,0.32107,0.31144,0.26931,0.26916,0.23494,0.21485
105295,Stanesti,0.2472,0.25533,0.28508,0.29579,0.31561,0.31243,0.27281,0.28687,0.29752,0.3308,0.17361,0.19178,0.1957,0.19776
106318,Municipiul Baia Mare,0.7206,0.70861,0.70919,0.70523,0.70362,0.70392,0.70972,0.70475,0.70032,0.69912,0.70407,0.70693,0.70157,0.69975
106648,Vadu Izei,0.34223,0.31412,0.32659,0.30624,0.34716,0.3458,0.3509,0.3622,0.31885,0.3298,0.3418,0.33578,0.32441,0.28657
107154,Baiut,0.28859,0.30757,0.3153,0.31206,0.27586,0.26832,0.24181,0.27898,0.27864,0.28647,0.2883,0.28474,0.27503,0.28381
107519,Budesti,0.31495,0.27949,0.23271,0.2964,0.27879,0.31912,0.33492,0.28942,0.27732,0.28705,0.30341,0.30788,0.28414,0.29191
107662,Cicarlau,0.46513,0.41331,0.38642,0.38161,0.33095,0.35076,0.35204,0.37381,0.38299,0.34759,0.36623,0.38902,0.36368,0.36438
107920,Cupseni,0.23262,0.22878,0.24263,0.30806,0.26928,0.2592,0.26698,0.26781,0.29813,0.26744,0.34187,0.3381,0.31919,0.27792
108035,Dumbravita,0.37864,0.40518,0.32099,0.28907,0.22943,0.24578,0.22253,0.19876,0.17942,0.13622,0.13729,0.10588,0.10512,0.12706
108400,Ocna Sugatag,0.42763,0.4316,0.45452,0.43225,0.44362,0.43548,0.43784,0.46284,0.46134,0.46354,0.46615,0.42021,0.42669,0.42201
109354,Valea Chioarului,0.2987,0.28913,0.29999,0.33277,0.30172,0.30969,0.33008,0.34139,0.31725,0.2993,0.32338,0.34119,0.30418,0.31433
110063,Municipiul Orsova,0.41575,0.3936,0.42978,0.44722,0.44549,0.45169,0.43999,0.43474,0.4404,0.42407,0.42711,0.41515,0.40353,0.40307
110456,Balta,0.14794,0.15603,0.08255,0.21838,0.13386,0.21294,0.20785,0.1614,0.11821,0.09321,0.18438,0.14698,0.09917,0.06388
110688,Balvanesti,0.0,0.05058,0.12496,0.06391,0.14959,0.14805,0.16528,0.20164,0.20742,0.18928,0.21183,0.12407,0.16436,0.09915
110875,Brosteni,0.21724,0.21258,0.16784,0.14839,0.15519,0.1818,0.1987,0.17212,0.16228,0.13934,0.20556,0.162,0.10947,0.1292
111417,Corlatel,0.0,0.09905,0.08764,0.17121,0.10805,0.09917,0.09917,0.17112,0.17112,0.17117,0.1798,0.15623,0.12367,0.05064
111480,Devesel,0.33126,0.25942,0.325,0.19227,0.17523,0.31531,0.35077,0.33786,0.33105,0.3115,0.34018,0.32416,0.28679,0.26454
111550,Darvari,0.21052,0.1788,0.24005,0.20339,0.20234,0.16789,0.20667,0.20251,0.15568,0.16705,0.1661,0.1731,0.1122,0.08818
111587,Dumbrava,0.27042,0.0,0.0,0.0,0.2852,0.0,0.0,0.08759,0.0,0.0,0.0,0.0,0.0,0.0
111685,Floresti,0.11839,0.13882,0.25443,0.26447,0.17957,0.2078,0.20756,0.16478,0.23576,0.19709,0.18895,0.17035,0.17745,0.15412
111863,Gogosu,0.28208,0.3169,0.32141,0.3848,0.3971,0.37065,0.36362,0.35977,0.3325,0.34139,0.33641,0.29952,0.31668,0.24415
111916,Greci,0.13213,0.0,0.21604,0.18207,0.18605,0.18596,0.19834,0.20066,0.247,0.18108,0.23218,0.2078,0.2078,0.18103
112030,Gruia,0.2074,0.15738,0.24103,0.20585,0.21339,0.19834,0.18899,0.18894,0.18894,0.19897,0.18207,0.1518,0.1518,0.15176
112334,Ilovita,0.11815,0.1779,0.17874,0.22867,0.1406,0.21564,0.15708,0.21028,0.17421,0.21069,0.19877,0.18748,0.15797,0.17549
112664,Malovat,0.15491,0.20277,0.22988,0.20786,0.1706,0.24916,0.28593,0.2609,0.26987,0.34406,0.34983,0.32092,0.32653,0.2459
112744,Obarsia De Camp,0.07015,0.0875,0.11464,0.05872,0.13524,0.08761,0.16199,0.18894,0.12834,0.14652,0.12942,0.13994,0.11327,0.05541
112879,Patulele,0.23455,0.25898,0.21079,0.28601,0.28813,0.31529,0.3114,0.30543,0.33451,0.29369,0.30994,0.29135,0.17519,0.1797
113206,Pristol,0.1576,0.21246,0.15507,0.15334,0.13838,0.10952,0.11372,0.1944,0.12044,0.11327,0.13696,0.16076,0.1071,0.0986
113466,Rogova,0.20238,0.19402,0.24345,0.24455,0.23478,0.25019,0.31166,0.27075,0.23904,0.19709,0.18415,0.18864,0.18141,0.20889
113518,Stangaceaua,0.17104,0.0,0.0992,0.07798,0.08766,0.07796,0.10799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113974,Voloiac,0.15319,0.15738,0.14701,0.10643,0.09922,0.09321,0.0639,0.04008,0.0,0.0,0.0,0.0,0.0587,0.0
114060,Branistea,0.0,0.09905,0.16203,0.0992,0.0,0.14805,0.12407,0.16722,0.26551,0.26999,0.18933,0.14698,0.16687,0.1176
114355,Cristesti,0.45314,0.44238,0.44879,0.43767,0.44098,0.43897,0.4474,0.47815,0.44974,0.44709,0.46375,0.45655,0.42941,0.44023
114453,Santana De Mures,0.49644,0.50441,0.52437,0.52484,0.52918,0.52991,0.54191,0.54223,0.5452,0.51704,0.53356,0.5265,0.52393,0.5113
114603,Albesti,0.37391,0.3601,0.32527,0.3114,0.36033,0.34081,0.38124,0.37958,0.3753,0.37066,0.35763,0.4339,0.25383,0.282
114854,Oras Sovata,0.44323,0.44587,0.4449,0.44877,0.44477,0.45209,0.44847,0.43776,0.45593,0.44357,0.41103,0.41914,0.42194,0.41643
114925,Municipiul Tarnaveni,0.5836,0.59242,0.60667,0.59726,0.60001,0.58673,0.59148,0.58436,0.58152,0.57889,0.58177,0.58844,0.57779,0.573
115147,Alunis,0.38158,0.3943,0.35765,0.36271,0.35821,0.39805,0.39486,0.3765,0.37575,0.37979,0.39484,0.37025,0.37619,0.37637
115959,Ceuasu De Campie,0.35203,0.37611,0.4014,0.38804,0.4147,0.39386,0.3773,0.40111,0.44033,0.49897,0.50087,0.50172,0.44407,0.41504
116867,Galesti,0.29123,0.28343,0.2803,0.29966,0.30164,0.30708,0.30108,0.29959,0.32303,0.30718,0.29283,0.2823,0.27443,0.28628
116938,Ganesti,0.44983,0.4555,0.4182,0.45089,0.43298,0.45078,0.44231,0.4457,0.43267,0.36787,0.39235,0.3543,0.36903,0.36637
117113,Glodeni,0.20938,0.28717,0.32931,0.34236,0.30104,0.17515,0.24443,0.25791,0.2284,0.19037,0.19539,0.20391,0.19216,0.21536
117783,Ideciu De Jos,0.17571,0.36927,0.3748,0.34283,0.34593,0.34546,0.35911,0.34186,0.3452,0.31819,0.35267,0.31622,0.33509,0.29092
118058,Lunca Bradului,0.3562,0.35137,0.37032,0.36075,0.3374,0.31209,0.31473,0.3318,0.31611,0.33113,0.33948,0.33446,0.32821,0.29254
118469,Nades,0.23669,0.25852,0.24977,0.24473,0.26276,0.24737,0.23872,0.20222,0.15612,0.14754,0.11631,0.16419,0.2075,0.20048
118511,Neaua,0.0779,0.0,0.0,0.0,0.0,0.0,0.04469,0.08818,0.14882,0.14805,0.0,0.0,0.0,0.0
119153,Rusii-Munti,0.33745,0.33652,0.3823,0.33669,0.35644,0.29729,0.28836,0.23737,0.18588,0.17274,0.30598,0.25758,0.22879,0.15892
120076,Vargata,0.3178,0.34619,0.28664,0.30133,0.30913,0.27773,0.31733,0.29447,0.31281,0.36251,0.36118,0.35854,0.33523,0.28327
120138,Vatava,0.28687,0.27478,0.24791,0.23867,0.24175,0.16528,0.24276,0.23666,0.21222,0.24668,0.11951,0.09361,0.09178,0.10161
120860,Municipiul Roman,0.58951,0.59895,0.60302,0.62166,0.6169,0.60794,0.60315,0.59035,0.60677,0.61284,0.60723,0.60484,0.58911,0.60252
120888,Cordun,0.45061,0.41911,0.3652,0.33668,0.3419,0.40407,0.42009,0.41785,0.41841,0.43784,0.44199,0.4181,0.40049,0.36309
120968,Oras Bicaz,0.46953,0.45912,0.46734,0.4693,0.46388,0.45818,0.44966,0.45697,0.45528,0.46619,0.44184,0.43507,0.43354,0.44293
121242,Baltatesti,0.3802,0.35827,0.37732,0.36839,0.36772,0.38264,0.36576,0.38393,0.36358,0.34015,0.34807,0.37649,0.36287,0.36278
121340,Bicazu Ardelean,0.32523,0.33872,0.31338,0.30715,0.30038,0.29306,0.29536,0.28455,0.25989,0.25148,0.29992,0.28405,0.26904,0.24206
121652,Borca,0.32849,0.33348,0.3437,0.34193,0.34652,0.34583,0.33661,0.37005,0.36165,0.37136,0.39281,0.34512,0.34286,0.32899
