County,Romanian,Hungarians,Romany,Ukrainians,Germans,Turks,Russians_Lippovans,Tatars,Serbs,Slovaks,Bulgarians,Croats,Greeks,Italians,Jews,Czechs,Poles,Chinese,Armenians,Csango,Macedonians,Another
ot,6.037621223892097,1.676848135877038,4.270245003010348,-0.0,0.954434002924965,1.2732696895151085,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9798687566511528,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2626315762585572
ph,5.477731636803698,3.2009790612764792,4.166461147325341,-0.0,1.729298023863393,1.836937771628116,-0.0,-0.0,0.8904916402194913,-0.0,0.8453509366224364,-0.0,0.631263018091612,1.5819722613363316,-0.0,-0.0,-0.0,-0.0,-0.0,1.7234100046343066,-0.0,1.9553168186015928
sb,4.19956829303076,3.1819178818645497,4.97852184980319,1.2467052127325733,3.815606037610227,-0.0,1.9391776380989452,-0.0,0.9957274520849255,-0.0,-0.0,-0.0,0.9828586897127056,1.1758268972786863,0.6051865766334206,-0.0,1.3701635095276021,-0.0,0.7219280948873623,-0.0,-0.0,1.69614814768806
sj,4.791735526361052,4.36633889098465,5.3186709330096305,1.8419857583884836,1.6097913688218632,-0.0,-0.0,-0.0,-0.0,1.6787195198822735,-0.0,-0.0,-0.0,0.5665095065529053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4358853091307582
sm,4.760645831782592,4.432619984453636,5.369702703299656,2.7929683130098564,3.9300561725365384,0.9182958340544896,-0.0,-0.0,-0.0,1.2355273492794994,-0.0,-0.0,-0.0,0.5159469300074474,0.4586858162005403,-0.0,-0.0,-0.0,-0.0,1.4386272206886008,-0.0,0.9948697969013823
sv,6.154014406582097,3.127333204569606,4.826757431497263,3.102841941497135,4.054526026499285,1.682002801766133,2.5519598916534085,-0.0,0.8904916402194913,-0.0,-0.0,-0.0,0.9819407868640977,2.432262897024269,1.9511962985715554,-0.0,2.4003731265599733,-0.0,-0.0,-0.0,-0.0,2.0963260786032976
tl,4.452516176579791,1.2687596307961972,2.609993815117407,2.9222160237359183,-0.0,2.1267784564478434,2.9282373433393873,0.7108760937260087,-0.0,-0.0,-0.0,-0.0,1.018456793312994,1.383099991189334,-0.0,-0.0,-0.0,-0.0,1.6513495590062206,-0.0,0.6227232652579936,1.014768140424802
tm,4.238482457513859,3.97858295715233,5.293998607516135,4.402612073466826,3.6567452556866917,0.4072460460314582,1.0715127637494402,-0.0,3.369294870074778,3.2045822934376536,2.0772144651607904,1.8692379170471751,0.26676498780302604,2.0292324996518003,0.8026458722926322,1.5903552962889873,0.6502468581843007,1.1863929342238186,0.5159469300074474,0.46109246448487473,1.5388452815760616,1.009383220107845
tr,5.975463436096155,-0.0,4.778096509231684,-0.0,-0.0,1.4591479170272448,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4284124677945966
vl,5.445900771797141,1.5056843169654217,4.147949255004849,-0.0,0.34781691357106326,0.4220005168831531,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2516291673878228,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8275855630406446
vn,5.354110046217962,1.8609480256539666,3.1756633919939556,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8112781244591328,0.9852281360342515,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.17002458946379
vs,5.5969302592826855,2.211764904417689,3.393402616654251,-0.0,0.9852281360342515,1.584962500721156,0.9954993847275952,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9852281360342515,0.9798687566511528,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1874302980927216
