Siruta,Localitate,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
161133,Pardina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07796,0.0,0.07794
161525,I.c.bratianu,0.0,0.10786,0.10802,0.10802,0.0,0.10799,0.10799,0.10797,0.10797,0.10799,0.08764,0.08761,0.0,0.11871
162452,Balteni,0.0,0.0,0.0,0.0447,0.09622,0.1064,0.14597,0.16303,0.14299,0.17093,0.2167,0.27359,0.27255,0.29394
162595,Bogdana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07794,0.1933,0.19335,0.19017,0.20756,0.21776
162791,Bogdanita,0.27042,0.26919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08761,0.0992,0.09917,0.0,0.17112
163208,Cretesti,0.2321,0.19905,0.21569,0.19409,0.1183,0.1857,0.181,0.17639,0.15426,0.0,0.0,0.04746,0.15758,0.20905
163253,Danesti,0.12397,0.12391,0.0,0.0447,0.16886,0.13517,0.13517,0.13987,0.14136,0.17713,0.13226,0.22035,0.21467,0.22092
163903,Gagesti,0.0,0.0,0.0,0.09959,0.138,0.13985,0.16549,0.1349,0.15041,0.14898,0.18144,0.22763,0.26097,0.23951
163967,Gherghesti,0.0,0.0,0.0,0.0,0.09922,0.08761,0.0587,0.0,0.15031,0.14805,0.15762,0.13223,0.18899,0.22976
164277,Dimitrie Cantemir,0.19343,0.14787,0.17121,0.0,0.0,0.0,0.10799,0.0,0.14802,0.14805,0.19363,0.22982,0.23672,0.2541
164829,Malusteni,0.0,0.10786,0.0,0.0,0.09922,0.0,0.08761,0.08759,0.0,0.0,0.08764,0.16199,0.15646,0.16432
165130,Osesti,0.10791,0.0,0.20394,0.1403,0.14898,0.16528,0.10799,0.10483,0.10483,0.0,0.0,0.0,0.10486,0.2128
165719,Rebricea,0.0,0.0,0.10802,0.1644,0.16207,0.09321,0.0702,0.19829,0.19263,0.18245,0.19235,0.1923,0.21972,0.25746
167222,Ibanesti,0.0991,0.0,0.10802,0.10802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10799,0.09917,0.07794
167231,Fruntiseni,0.0,0.0,0.07798,0.10488,0.15122,0.14414,0.11461,0.11458,0.08759,0.13223,0.06391,0.08761,0.11461,0.11458
167240,Rafaila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10305,0.10799,0.10802,0.15758,0.10213,0.10797
167268,Ciocani,0.08247,0.10472,0.10802,0.0,0.0,0.19941,0.27034,0.25572,0.26551,0.2642,0.22522,0.26666,0.2133,0.20045
167277,Cozmesti,0.04222,0.0,0.1352,0.05872,0.0,0.0,0.07796,0.14933,0.18385,0.22309,0.2369,0.23416,0.19676,0.21914
175126,Andreiasu De Jos,0.16807,0.0,0.1319,0.16534,0.15786,0.0639,0.05435,0.09348,0.11726,0.11729,0.15301,0.13582,0.16207,0.18721
175260,Boghesti,0.0,0.0,0.14809,0.19363,0.17125,0.10799,0.10799,0.08759,0.09915,0.16199,0.1644,0.10486,0.08761,0.08759
176551,Jitia,0.17104,0.16179,0.16203,0.1644,0.0,0.0,0.09917,0.08759,0.08759,0.09917,0.0,0.15646,0.18899,0.16807
177263,Poiana Cristei,0.0,0.0,0.0992,0.08764,0.09922,0.10486,0.0639,0.06388,0.16038,0.19282,0.10488,0.1064,0.16861,0.16961
179604,Poienile Izei,0.0,0.0,0.0992,0.03643,0.05372,0.21599,0.11461,0.13513,0.10797,0.0,0.09959,0.19153,0.206,0.23887
179793,Buesti,0.14586,0.10786,0.0,0.0,0.0,0.0,0.07796,0.16988,0.16683,0.15376,0.21953,0.17262,0.21969,0.16872
179917,Rau Alb,0.10791,0.0,0.08764,0.0992,0.09922,0.09917,0.09917,0.15754,0.15236,0.13906,0.13366,0.15152,0.15733,0.18413
179971,Colelia,0.10478,0.0,0.0781,0.07022,0.0,0.11461,0.1399,0.13037,0.11458,0.14026,0.18904,0.14805,0.13517,0.20045
179999,Moldoveni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10802,0.16199,0.20717,0.10797
180019,Sarateni,0.0,0.05636,0.06391,0.12957,0.11389,0.12757,0.20389,0.10434,0.12226,0.04655,0.06815,0.08849,0.10602,0.14497
180064,Barbulesti,0.09949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2075,0.16199,0.20761,0.09917,0.08761,0.08759
