County,Romanian,Hungarians,Romany,Ukrainians,Germans,Turks,Russians_Lippovans,Tatars,Serbs,Slovaks,Bulgarians,Croats,Greeks,Italians,Jews,Czechs,Poles,Chinese,Armenians,Csango,Macedonians,Another
hr,0.717764952217994,0.6507754305313985,0.41797730363073365,0.8472255298880687,0.6342620466981164,0.9809414815500841,0.49999999999999994,0.49999999999999994,0.8758620461544058,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.9421399582579473,0.8568442083396733,0.49999999999999994,0.7475067231644026
if,0.37836442260700126,0.33548692250685747,0.48317606124419876,0.7677532595012173,0.6710998357449873,0.5457056098531161,0.6186865083124568,0.7753420251437698,0.9651142479267348,0.5,0.793752027707145,0.5,0.7411367285979349,0.5468751894557478,0.7362191367876709,0.5,0.8943971074689522,0.8136025320272188,0.7316569286187685,0.8744804447586961,0.79522860066499,0.4535187308796943
il,0.5643545927331264,0.6742271577412855,0.5721643948886044,0.7735417356902029,0.83357953283158,0.675096388876977,0.8658641042955402,0.5,0.8335860308303937,0.5,0.5,0.5,0.7285511607240299,0.8336152730787821,0.5,0.5,0.83357953283158,0.5,0.7285625194886187,0.5,0.779300156309079,0.7939675770911372
is,0.5621454053664254,0.5665869995787375,0.6592086141444974,0.6361707301821112,0.6298495100634673,0.5926814795462474,0.8697322301598751,0.6361318346605823,0.6361291828664012,0.5,0.6361300667953382,0.5,0.6288776430657268,0.5557116948922162,0.6363157463121185,0.5,0.636140674134196,0.6361336025356523,0.6361362543666816,0.6361282989399205,0.6287186014487417,0.5841452935151888
mh,0.6190081740682077,0.5075039537993207,0.6553587121377741,0.946517039333245,0.6198582242365225,0.6195975229717932,0.6578075750840052,0.5000000000000001,0.8894625831855957,0.5000000000000001,0.6578023060687496,0.5000000000000001,0.6578444605544052,0.6578128441836715,0.6195230771695424,0.924653834458079,0.5000000000000001,0.6195404462565636,0.5000000000000001,0.6577996715927751,0.5000000000000001,0.6044819161292906
mm,0.5033504712686423,0.48996244784121534,0.4754085156120573,0.952380486790278,0.5749284242975043,0.7507116921325065,0.719888966672279,0.5,0.750685083240106,0.7506917352863639,0.750685083240106,0.5,0.7506867462406183,0.6663889916631034,0.6745915168433531,0.5,0.719880992731518,0.5,0.978739665576734,0.7506900722637472,0.5,0.6138412272112367
ms,0.39128092165610034,0.4427590712848646,0.3581974972227273,0.7046471215392262,0.5874810932439655,0.6771239449285427,0.6869876514635548,0.7587462201835558,0.7587462201835558,0.7587490989111052,0.649538162095714,0.5,0.7587476595445998,0.6556156327072661,0.6992972497116144,0.7587476595445998,0.7481712499241183,0.7587462201835558,0.7587620534554032,0.9443636094601593,0.5,0.49150313858775063
nt,0.5030631958476446,0.6565922257940311,0.5319783506213562,0.7240428413147851,0.7136135100891391,0.6606393789759729,0.6895954726737362,0.5,0.5,0.8282588405401351,0.5,0.5,0.7240541859351147,0.6474679393191876,0.684219479929356,0.5,0.5,0.5,0.8282644021362031,0.8282588405401351,0.5,0.6842501124848062
ot,0.4626975989441602,0.691813122437024,0.4630902801504089,0.5,0.7777791337074073,0.7424836346062786,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8444275222774634,0.5,0.5,0.973763081849422,0.5,0.5,0.5,0.8467422289909405,0.7718518880128875
ph,0.43659721448263866,0.4705826257230087,0.44743352816786564,0.7321842473541502,0.6090818876198079,0.6492729494550197,0.7322172701416877,0.7321822460688192,0.7186871758427236,0.5,0.7175577109416748,0.9840894337276124,0.6892456143947626,0.6649450297129298,0.7322062622148723,0.5,0.7321852480009183,0.5,0.7321872493026601,0.666083992543229,0.5,0.6128288403550641
