Code,Localitate,Romanian,Hungarians,Romany,Ukrainians,Germans,Turks,Russians_Lippovans,Tatars,Serbs,Slovaks,Bulgarians,Croats,Greeks,Italians,Jews,Czechs,Poles,Chinese,Armenians,Csango,Macedonians,Another
51662,Brebu Nou,63.95348837209303,3.488372093023256,0.0,0.0,32.55813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51699,Buchin,99.42708333333333,0.0,0.5729166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51751,Bucosnita,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51804,Carasova,8.081471747700395,0.22996057818659657,5.650459921156373,0.0,0.328515111695138,0.0,0.0,0.0,0.7555847568988173,0.0,0.0,78.18659658344284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.767411300919842
51840,Carbunari,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51877,Constantin Daicoviciu,89.21991375931007,0.3920031360250882,8.820070560564485,1.4112112896903175,0.15680125441003528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51948,Ciclova Romana,93.90896921017404,0.2677376171352075,5.823293172690763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51984,Ciuchici,88.65414710485133,0.0,11.34585289514867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52035,Ciudanovita,97.27126805778491,0.6420545746388443,1.4446227929373996,0.6420545746388443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52062,Copacele,38.21062441752097,0.27958993476234856,0.0,61.50978564771668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52115,Cornea,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52160,Cornereva,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52570,Dalboset,99.43538268506902,0.0,0.5646173149309912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52650,Doclin,87.1625674865027,1.799640071985603,2.9994001199760048,0.1799640071985603,4.799040191961607,0.0,0.0,0.0,0.0,0.0,0.0,3.059388122375525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52696,Dognecea,95.52953698775944,0.31931878658861096,0.15965939329430548,0.0,3.618946248004258,0.0,0.0,0.0,0.0,0.0,0.0,0.37253858435337944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52721,Domasnea,97.57174392935983,0.0,2.4282560706401766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52758,Ezeris,97.20812182741116,0.0,2.7918781725888326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52785,Farliug,93.27595481441635,0.2689618074233459,1.7751479289940828,2.3130715438407745,0.0,0.0,0.0,0.0,0.0,0.9682625067240452,0.0,0.0,0.0,0.0,0.0,1.237224314147391,0.0,0.0,0.0,0.0,0.0,0.16137708445400753
52856,Forotic,95.06699147381242,0.0,4.080389768574909,0.0,0.5481120584652862,0.0,0.0,0.0,0.0,0.0,0.0,0.30450669914738127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
